model,event_id,true_label,pred_label,pred_conf,logits,notes,latency_sec,actor_norm
conflibert_finetuned_fewshot_v1,NIG29957,S,R,0.26381006836891174,"[0.18395262956619263, 0.11148444563150406, 0.1175413578748703, 0.26381006836891174, 0.13084685802459717, 0.1923646330833435]","Property destruction: On 12 February 2023, an unidentified armed group set ablaze the high court at Oguta (Oguta, Imo). The assailants shot sporadically at the premises, some parts of the court were affected by the fire.",0.001,Unidentified Armed Group (Nigeria)
conflibert_finetuned_fewshot_v1,NIG21411,P,R,0.27702775597572327,"[0.1780727207660675, 0.11015640199184418, 0.1159844622015953, 0.27702775597572327, 0.1387185901403427, 0.1800401359796524]","On 19 July 2021, Abia State College of Education (Technical) workers took to the streets of Arochukwu (Arochukwu LAG, Abia) in a demonstration to demand the payment of late wages.",0.001,Protesters (Nigeria)
conflibert_finetuned_fewshot_v1,NIG33915,R,R,0.24122419953346252,"[0.1925794780254364, 0.1297806352376938, 0.12802959978580475, 0.24122419953346252, 0.14804896712303162, 0.16033707559108734]","Around 1 December 2023 (as reported), the Ngbo youths attacked and beat the Ajile traders in the Okwo-ngbo market in the Ngbo community (Ohaukwu, Ebonyi) for unclear reasons. There was panic in the market, and the traders deserted, fearing the attack could reignite a hundred-year-old communal clash that had just been resolved between the two communities.",0.001,Rioters (Nigeria)
conflibert_finetuned_fewshot_v1,NIG31180,B,E,0.22280575335025787,"[0.19719108939170837, 0.22280575335025787, 0.17619416117668152, 0.1150418221950531, 0.16005966067314148, 0.12870751321315765]","On 21 April 2023, Nigerian troops clashed with suspected IPOB militants when they raided their camps within 9th Mile (Udi, Enugu) and Nkanu East LGA [coded separately]. One militant was killed, 7 others were arrested, the makeshift camps were destroyed and other items were recovered. Fatality split across 2 events, coded to 0.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG20666,B,E,0.23404447734355927,"[0.18113042414188385, 0.23404447734355927, 0.1787513792514801, 0.11456716805696487, 0.14781010150909424, 0.14369644224643707]","Around 8 May 2021 (as reported), unidentified gunmen clashed with Nigerian police operatives at Ikwere LGA (Ikwerre) (Rivers) [coded to Isiokpo], killing two policemen. Property damage also reported.",0.001,Police Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG22325,V,E,0.2200382500886917,"[0.18739590048789978, 0.2200382500886917, 0.16712377965450287, 0.14328092336654663, 0.1528051197528839, 0.12935605645179749]","On 19 October 2021, suspected militia members abducted the brother in-law of a former governor of Zamfara and his neighbor in Talata Mafara (Talata Mafara, Zamfara). There are no reports about ransom demands yet.",0.001,Zamfara Communal Militia (Nigeria)
conflibert_finetuned_fewshot_v1,NIG38683,S,V,0.19276833534240723,"[0.18151378631591797, 0.15275023877620697, 0.13516215980052948, 0.18550820648670197, 0.15229728817939758, 0.19276833534240723]","Weapons seizure: Around 23 September 2024 (as reported), the Nigerian military and the police intercepted a vehicle and seized 178 rounds of 7.62 mm (Special) ammunition after a stop-and-search operation in Kugbo (Abuja Municipal, FCT). The troops arrested the suspects.",0.001,Military Forces of Nigeria (2023-)
conflibert_finetuned_fewshot_v1,NIG16788,E,E,0.2224302440881729,"[0.17131371796131134, 0.2224302440881729, 0.19137610495090485, 0.13868547976016998, 0.1505599170923233, 0.12563447654247284]","On 16 April 2020, Nigerian Airforce conducted air strikes against a camp of Boko Haram (JAS) in Sambisa Forest (Borno, Gwoza). The camp was destroyed and 'scores' of BH fighters were reported killed. Unknown number of fatalities coded as 10.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG30708,B,E,0.22617341578006744,"[0.18291418254375458, 0.22617341578006744, 0.17500948905944824, 0.1254892647266388, 0.15596583485603333, 0.13444781303405762]","On 27 March 2023, troops of 112 task force battalion, 199 special force battalion, hunters and civilian JTF clashed with Boko Haram fighters [JAS faction] during a fighting patrol at Gavaya Modu, Gujuri, Daimalari and Dogumba villages (Mafa, Borno). Many militants were killed, fatalities coded as 10.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG28315,V,R,0.194340780377388,"[0.18567802011966705, 0.1663854867219925, 0.1592453271150589, 0.194340780377388, 0.13995717465877533, 0.15439322590827942]","On 5 December 2020, unidentified armed men, presumed members of a cult gang, attacked and killed and anti-cult commander in Kwale axis, Ndokwa West LGA, Delta State.",0.001,Unidentified Cult Militia (Nigeria)
conflibert_finetuned_fewshot_v1,NIG38576,V,E,0.2021254301071167,"[0.19984984397888184, 0.2021254301071167, 0.16439250111579895, 0.13623851537704468, 0.15509456396102905, 0.14229914546012878]","On 28 August 2024, a Niger militia attacked and injured a man and abducted his daughter in the New Bwari community (Tafa, Niger). The hostage was rescued by the Nigerian soldiers at a checkpoint around 16 September 2024 when they intercepted the militia's vehicle fleeing an offensive in Kagarko LGA. The hostage exposed his abductors at the checkpoint and was rescued.",0.001,Niger Communal Militia (Nigeria)
conflibert_finetuned_fewshot_v1,NIG25188,P,R,0.26618602871894836,"[0.19034458696842194, 0.11890850961208344, 0.11377621442079544, 0.26618602871894836, 0.15108521282672882, 0.15969939529895782]","On 3 June 2022, policemen disrupted a protest by relatives of the victims of Kaduna train attack who wanted to march to the National Assembly from Unity Fountain in Abuja (Abuja Municipal, FCT). The police claimed they were not notified about the protest.",0.001,Protesters (Nigeria)
conflibert_finetuned_fewshot_v1,NIG34685,B,E,0.22238034009933472,"[0.17333903908729553, 0.22238034009933472, 0.1838761270046234, 0.14460822939872742, 0.15125355124473572, 0.124542735517025]","On 21 January 2024, Nigerian troops ambushed and killed a Boko Haram (JAS) fighter in Luskori, coded to Konduga (Konduga, Borno). Another one escaped with gun wounds. The military recovered an AK 47 rifle. There was one fatality.",0.001,Military Forces of Nigeria (2023-)
conflibert_finetuned_fewshot_v1,NIG32637,B,E,0.21354669332504272,"[0.2031751573085785, 0.21354669332504272, 0.15917432308197021, 0.13350065052509308, 0.1474132388830185, 0.1431899517774582]","On 5 August 2023, troops of Operation Hadarin Daji who were on patrol engaged a Zamfara militia in an armed clash at Gidan Jaja in Zurmi LGA (Zamfara). The militia fled, some with possible gunshot wounds and 11 motorcycles were recovered by the troops.",0.001,Military Forces of Nigeria (2023-)
conflibert_finetuned_fewshot_v1,NIG25667,B,E,0.1956486701965332,"[0.18920381367206573, 0.1956486701965332, 0.15509657561779022, 0.15369734168052673, 0.16204850375652313, 0.14430510997772217]","On 19 July 2022, security operatives (assumed military) clashed with a Kaduna militia at Kidunu in Chikun LGA (Kaduna). One militia member was killed, two rifles, motorcycles, charms and amulets were recovered.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG19627,B,E,0.20211093127727509,"[0.1928694248199463, 0.20211093127727509, 0.15995915234088898, 0.1593940705060959, 0.15189099311828613, 0.13377541303634644]","On 29 January 2021, Nigerian military troops with MNJTF forces clashed with Boko Haram fighters at Buwari Village along the Gwoza-Pulka Highway (Bama LGA, Borno), killing seven fighters, including a top Boko Haram commander.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG30929,R,B,0.19911028444766998,"[0.19911028444766998, 0.17326635122299194, 0.15545523166656494, 0.17210541665554047, 0.1566411405801773, 0.14342157542705536]","On 10 April 2023, a mob killed a driver in Ijoka axis of Akure (Akure South, Ondo) after his vehicle skidded off the road, hit and killed four persons. The victim was accused of being an internet scammer after some sympathizers found fetish items inside his car which was set ablaze. Policemen arrived at the scene and took him away after he was beaten to a coma and then later died.",0.001,Rioters (Nigeria)
conflibert_finetuned_fewshot_v1,NIG24682,B,E,0.22153235971927643,"[0.1881217509508133, 0.22153235971927643, 0.1620652973651886, 0.12427590042352676, 0.1609867364168167, 0.1430179327726364]","On 26 April 2022, Nigerian troops in conjunction with the Civilian JTF clashed with ISWAP/ Boko Haram fighters during a clearance operation at Kasha in Mafa LGA (Borno). Six militants were killed, weapons and ammunition, amongst others items were recovered.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG26514,B,E,0.20395109057426453,"[0.19576053321361542, 0.20395109057426453, 0.14874763786792755, 0.1419822722673416, 0.15107843279838562, 0.15848004817962646]","Around 6 October 2022 (as reported), troops of Operation Whirl Stroke invaded a hideout and clashed with an unidentified armed group at Otukpa community (Ogbadibo, Benue). Two members of the armed group were killed, while others escaped with gunshot wounds.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG34063,P,R,0.29798007011413574,"[0.1765679568052292, 0.09920081496238708, 0.1253233104944229, 0.29798007011413574, 0.1391928791999817, 0.16173505783081055]","On 5 December 2023, residents of Abuja communities under the aegis of Concerned Abuja Residents conducted a solidarity rally and marched in Wassa (Gwagwalada, FCT) and Madala to show support to governors of Northern states whose elections were being challenged.",0.001,Protesters (Nigeria)
conflibert_finetuned_fewshot_v1,NIG32683,V,B,0.2002456784248352,"[0.2002456784248352, 0.16164961457252502, 0.14200180768966675, 0.18925626575946808, 0.14686079323291779, 0.15998588502407074]","On 13 September 2023, an unidentified armed group abducted a female corp member in Eku (Ethiope East, Delta) while travelling to visit her fiance. The abductor demanded a 5 million naira ransom for her release.",0.001,Unidentified Armed Group (Nigeria)
conflibert_finetuned_fewshot_v1,NIG22362,E,E,0.2104109823703766,"[0.18268758058547974, 0.2104109823703766, 0.17405517399311066, 0.13728918135166168, 0.1475578397512436, 0.14799925684928894]","On 20 October 2021, the Nigerian air force carried out airstrikes against Boko Haram/ISWAP militants, targeting 20 insurgent boats converging in Tumbun on Lake Chad and Malam Fatori (Abadan, Borno). Scores of militants were killed, coded as 20.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG16484,P,R,0.3101545572280884,"[0.1625899076461792, 0.10029676556587219, 0.1162143349647522, 0.3101545572280884, 0.14267084002494812, 0.16807354986667633]","On 3 March 2020, teaching staff of the Obafemi Awolowo University demonstrated at the Senate in Ile-Ife (Ife Central LGA, Osun) over their removal from the institution's payroll.",0.001,Protesters (Nigeria)
conflibert_finetuned_fewshot_v1,NIG25152,V,B,0.1931373029947281,"[0.1931373029947281, 0.18917110562324524, 0.15588442981243134, 0.16368618607521057, 0.15514762699604034, 0.14297330379486084]","On 5 June 2022, unidentified armed individuals killed two pastoralists in Abeokuta (Abeokuta South, Ogun) for refusing to redirect their cows from grazing at the Adehun axis. Four persons were arrested in connection with the attack.",0.001,Unidentified Armed Group (Nigeria)
conflibert_finetuned_fewshot_v1,NIG21426,P,R,0.2452262043952942,"[0.18138401210308075, 0.13175393640995026, 0.13624371588230133, 0.2452262043952942, 0.14613386988639832, 0.15925824642181396]","On 21 July 2021, Aghoro 2 community residents took to the streets in the Iduwini Kingdom in the Ekermor LGA (Bayelsa) [coded Ekeremor] in a demonstration against, what they stated, is the moves by the state government to impose a monarch on them. The group claims to have chosen another ruler.",0.001,Protesters (Nigeria)
conflibert_finetuned_fewshot_v1,NIG37652,B,E,0.19405685365200043,"[0.19312484562397003, 0.19405685365200043, 0.156709685921669, 0.16370414197444916, 0.14538702368736267, 0.14701740443706512]","On 19 July 2024, the Nigerian troops, in conjunction with the Hybrid Forces and CJTF, clashed with Boko Haram fighters while on a fighting patrol in the Kashimeri general area (Bama, Borno). They shot and killed nine Boko Haram fighters and rescued three women and two children. They recovered three empty magazines, two hand grenades, a Boko Haram flag, and a motorcycle.",0.001,Military Forces of Nigeria (2023-)
conflibert_finetuned_fewshot_v1,NIG37149,V,B,0.20016811788082123,"[0.20016811788082123, 0.17106512188911438, 0.13679639995098114, 0.18167255818843842, 0.15391336381435394, 0.1563844382762909]","On 1 June 2024, a Plateau militia waylaid two Rigwe youths on a motorcycle while returning from the Gero mining site, coded to Gero (Jos South, Plateau). They killed one of the victims and injured the other.",0.001,Plateau Communal Militia (Nigeria)
conflibert_finetuned_fewshot_v1,NIG22555,V,B,0.19286026060581207,"[0.19286026060581207, 0.18371301889419556, 0.15623345971107483, 0.15932674705982208, 0.15477712452411652, 0.15308928489685059]","On 10 November 2021, a NSCDC officer shot and wounded a man for urinating within the corps' premises in Calabar (Calabar Municipal, Cross River). The victim was taken to the hospital and is in critical condition.",0.001,Police Forces of Nigeria (2015-2023) NSCDC: Nigeria Security and Civil Defence Corps
conflibert_finetuned_fewshot_v1,NIG27958,V,R,0.20825158059597015,"[0.20551595091819763, 0.14805452525615692, 0.14740072190761566, 0.20825158059597015, 0.14140145480632782, 0.14937575161457062]","On 19 February 2021, a soldier shot and wounded a truck driver at an army checkpoint in Omagwa (Ikwerre, Rivers) over the driver's refusal to pay a bribe of 200 naira. The association of tanker drivers staged a protest [coded separately].",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG17461,V,R,0.22011719644069672,"[0.18122375011444092, 0.14818160235881805, 0.13270722329616547, 0.22011719644069672, 0.13801458477973938, 0.17975567281246185]","On 19 June 2020, unidentified gunmen killed the National Publicity Secretary of the Association of Community Pharmacists of Nigeria at his pharmacy in Abuja (Abuja LGA, FCT).",0.001,Unidentified Armed Group (Nigeria)
conflibert_finetuned_fewshot_v1,NIG18054,V,R,0.18043847382068634,"[0.1793256253004074, 0.1688174456357956, 0.17568695545196533, 0.18043847382068634, 0.15059171617031097, 0.14513982832431793]","On 10 August 2020, policemen attacked a community leader with an axe in Odogunyan (Ikorodu, Lagos) for intervening in a dispute with tricycle union workers. Injuries reported.",0.001,Police Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG32081,B,B,0.19918400049209595,"[0.19918400049209595, 0.18562497198581696, 0.15160195529460907, 0.15222971141338348, 0.161739319562912, 0.14961999654769897]","On 27 July 2023, policemen raided the hideout of an unidentified armed group and were engaged in an armed clash in Ahoada (Ahoada West, Rivers) coded to Akinima. One member of the group was killed, others escaped, the policemen recovered a rifle, ammunition, cartridges and some charms.",0.001,Police Forces of Nigeria (2023-)
conflibert_finetuned_fewshot_v1,NIG34649,E,E,0.20739957690238953,"[0.18081003427505493, 0.20739957690238953, 0.1764017939567566, 0.14287158846855164, 0.15483510494232178, 0.13768184185028076]","On 14 January 2024, ISWAP claimed to have fired two mortal shells at the Nigerian Army's position in Nduva (Damboa, Borno). There were no fatalities.",0.001,Islamic State West Africa Province (ISWAP)
conflibert_finetuned_fewshot_v1,NIG29313,B,E,0.20492680370807648,"[0.1850731372833252, 0.20492680370807648, 0.16730447113513947, 0.14240193367004395, 0.1598181426525116, 0.14047549664974213]","On 23 December 2022, troops of Operation Forest Sanity on an ambush patrol clashed with a Kaduna militia at Buruku (Chikun, Kaduna), Birnin Gwari general area and Giwa LGA [coded separately]. 8 militiamen were killed; split across two events and coded as 4, four motorcycles and three mobile phones were recovered.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG29896,V,R,0.21836766600608826,"[0.18668009340763092, 0.14355118572711945, 0.13788463175296783, 0.21836766600608826, 0.15472589433193207, 0.15879051387310028]","On 7 February 2023, soldiers invaded a market and beat up some traders in Ado-Ekiti (Ado Ekiti, Ekiti) after they were invited by one trader to intervene in a civil matter. Some customers were also harassed by the soldiers.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG28205,V,B,0.18946751952171326,"[0.18946751952171326, 0.18830221891403198, 0.16631615161895752, 0.16133010387420654, 0.15370415151119232, 0.14087983965873718]","On 27 July 2022, Oyo state park management system attacked a transport company, wounded the manager and vandalized properties along New Ife road in Egbeda LGA (Oyo). The reason for the attack is unknown.",0.001,Oyo State Park Management System
