event_id,true_label,actor_norm,notes,pred_label_gemma3:4b,pred_label_llama3.2:3b,pred_label_mistral:7b,pred_label_olmo2:7b,pred_prob_gemma3:4b,pred_prob_llama3.2:3b,pred_prob_mistral:7b,pred_prob_olmo2:7b,disagreement_count,max_confidence
NIG17107,V,Police Forces of Nigeria (2015-2023),"On 26 May 2020, Police officers attacked and detained a group of officers from Lagos State Building Control Agency during an inspection in Aja (Eti-Osa LGA, Lagos). They also shot in the air. No fatalities and/or injuries reported.",V,P,V,E,0.8800000000000001,0.99,0.78,0.9499999999999998,3,0.99
NIG36572,S,Military Forces of Nigeria (2023-),"Weapons seizure: Around 9 May 2024 (as reported), the Nigerian troops intercepted weapons from three gunrunners in the Sukuk community, coded to Kirsinga (Madagali, Adamawa). A locally fabricated Gun, a pistol, 59 rounds of 7.62 mm x 39 ammunition, two locally fabricated guns and 29 cartridges were recovered.",B,S,S,S,0.8800000000000001,0.99,0.98,0.85,2,0.99
NIG36315,S,Military Forces of Nigeria (2023-),"Property destruction: Around 24 April 2024 (as reported), Nigerian troops and Katsina state Civilian JTF cleared suspected hideouts of Katsina militias at Shawu, Dugun Fakwu and Tafki villages in Faskari LGA (Katsina). One fabricated gun and other weapons were recovered.",B,S,S,S,0.8800000000000001,0.99,0.9499999999999998,0.85,2,0.99
NIG25204,S,Bassa Kwomu Communal Militia (Nigeria),"Property destruction: On 9 June 2022, Bassa Kwomu militiamen set eight houses ablaze including the palace of the traditional ruler when they invaded Mozum (Bassa, Kogi). The militiamen were suspected to have been hired from Agatu in Benue state, the attack was a reprisal for the murder of a palm wine tapper [coded separately].",R,S,V,R,0.8800000000000001,0.99,0.92,0.85,3,0.99
NIG23775,E,Military Forces of Nigeria (2015-2023),"Around 13 February 2022 (as reported), Nigerian troops carried out airstrikes against ISWAP camps in Tumbun Kaiyowa (Abadan, Borno), Tumbun Madayi, Tumbun Allura, Parisu and Njimia [coded separately]. Five militant leaders were killed in the strikes across the locations, five fatalities split across five events, coded as 1.",B,S,B,E,0.92,0.85,0.98,0.99,3,0.99
NIG30420,S,Police Forces of Nigeria (2015-2023),"Around 8 August 2021 (between 7 August - 8 August), the Nigerian police arrested over 20 unidentified cult militias in various locations within Oshogbo (Osogbo, Osun). The cultists were picked up when the police raided some black spots.",B,S,S,S,0.8800000000000001,0.99,0.9499999999999998,0.85,2,0.99
NIG32771,V,Katsina Communal Militia (Nigeria),"On 9 September 2023, a Katsina militia abducted two persons from Marke village (Dutsinma, Katsina) coded to Dutsin Ma. There are no reports on ransom demands.",V,S,V,E,0.8800000000000001,0.99,0.85,0.9499999999999998,3,0.99
NIG34880,S,Government of Nigeria (2023-),"Security measures: On 30 January 2024, the Osun State Government imposed a 12-hour curfew in Ilobu and Ifon, coded to Ifon (Orolu, Osun), over communal clashes between the two communities.",R,S,S,S,0.8800000000000001,0.99,0.98,0.85,2,0.99
NIG33620,E,Military Forces of Nigeria (2023-),"On 8 November 2023, the Nigerian Air Force of Operation Hadin Kai launched air strikes against the ISWAP position at Ajigin (Damboa, Borno). The air surveillance detected the gathering of the militants and launched the strikes, killing seventeen ISWAP fighters. Three of the militia's gun trucks were destroyed.",B,B,B,E,0.92,0.99,0.98,0.99,2,0.99
NIG18723,V,Unidentified Armed Group (Nigeria),"On 20 October 2020, unidentified gunmen abducted two Christian pastors and a worshipper along Ubulu-Unor/Ogwashi-Uku road (Aniocha South LGA, Delta). Victims released after paying ransom.",V,S,V,E,0.8800000000000001,0.99,0.92,0.9499999999999998,3,0.99
