model,event_id,true_label,pred_label,pred_conf,logits,reasoning,latency_sec,actor_norm,notes
llama3.2:3b,CAO9138,S,E,0.98,"[0.01, 0.02, 0.96, 0.0, 0.01, 0.01]",,0.94,Ambazonian Separatists (Cameroon),"Property destruction: On 25 May 2022, suspected Ambazonian Separatist fighters fired several gunshots in the air in Weme (Konye, Meme, Sud-Ouest). There were no fatalities. The separatists set fire to a bike because the owner was using the bike during the separatist-imposed curfew hour."
llama3.2:3b,CAO8357,B,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.86,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 7 January 2024, Boko Haram (JAS) (likely) militants clashed with the military forces at the military outpost in Zamga (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord). There were no fatalities. After the militants had withdrawn, the military forces conducted a sweep uncovering 3 IEDs along the road to Assighassia and Djibrili."
llama3.2:3b,CAO3692,B,S,0.85,"[0.04, 0.03, 0.02, 0.02, 0.85]",,0.82,Military Forces of Cameroon (1982-),"On 22 September 2020, the military forces killed 4 suspected Ambazonian separatists in Ngongham neighbourhood of Bamenda town (Mezam, Nord-ouest). (5 fatalities according to Cameroon News Agency). The military forces also engaged in fire fight with Ambazonian separatists in Ntankah area of Bamenda town the same day. No fatality and/or casualty reported in that area."
llama3.2:3b,CAO10565,V,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.82,Ambazonian Separatists (Cameroon),"On 2 May 2023, Ambazonian Separatists from the Restoration Forces kidnapped a high-profile government civilian (Deputy Mayor of Mamfe Council) at Mbakwa Supe (Konye, Meme, Sud-Ouest). The perpetrators released the victim shortly after receiving an unspecified amount of money as a ransom. The perpetrators also extorted money and other valuable things from other passengers whom they found in the vicinity during the abduction."
llama3.2:3b,CAO9183,B,V,0.92,"[0.92, 0.02, 0.01, 0.01, 0.01, 0.04]",,0.99,Military Forces of Cameroon (1982-),"On 21 February 2023, the state forces, coded as the military forces shot and killed an Ambazonian Separatist at a petrol station in Ndop (Ndop, Ngo-Ketunjia, Nord-Ouest). The military forces arrested him at a checkpoint in Bamunka where he had extorted money from civilians."
llama3.2:3b,CAO13396,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.99,Military Forces of Cameroon (1982-),"On 6 April 2024, security forces, coded as the military forces clashed with the Ambazonian Separatists from the ADF at an illegal checkpoint in Kobenyang, coded to Mbengwi (Mbengwi, Momo, Nord-Ouest). 1 Separatist was killed and 1 civilian was injured by a stray bullet."
llama3.2:3b,CAO3758,V,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.82,Ambazonian Separatists (Cameroon),"Around 11 October 2020 (as reported), Ambazonian separatists kidnapped 3 Mbororo ethnic men in Ngarbuh village, near Nkambe (Donga-Mantung, Nord-Ouest). They are suspected to be involved in the killing of a separatist fighter on October 10."
llama3.2:3b,CAO11352,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.88,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 7 November 2023, the army's Rapid Intervention Battalion engaged in gunfire with Ambazonian Separatists in Ndu (Ndu, Donga-Mantung, Nord-Ouest). No casualties."
llama3.2:3b,CAO3193,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.82,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 18 April 2020, the military's rapid intervention battalion engaged in a fire fight with Ambazonian separatists in Oku village, Belo subdivision (Boyo, Nord-Ouest). Some separatists were killed. Some fatalities coded as 3."
llama3.2:3b,CAO3731,V,R,0.85,"[0.09, 0.02, 0.01, 0.03, 0.85, 0.01]",,0.78,Police Forces of Cameroon (1982-),"On 2 October 2020, police officers severely beat up and injured two taxi drivers in Sandpit neighborhood of Buea town (Fako, Sud-Ouest) for attempting to prevent them from collecting 5000 CFA 'bribes' from divers."
llama3.2:3b,CAO6043,S,E,0.98,"[0.01, 0.02, 0.96, 0.0, 0.01, 0.01]",,0.84,Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 24 April 2022, Boko Haram elements looted goods and burned a church in the village of Bargaram (Hile-Alifa, Logone-et-Chari, Extreme-Nord)."
llama3.2:3b,CAO7698,S,E,0.98,"[0.01, 0.02, 0.96, 0.0, 0.01, 0.01]",,0.85,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 15 August 2023, Boko Haram (JAS) (likely) militants looted civilian residents in Sandawadjiri (Kolofata, Mayo-Sava, Extreme-Nord). The militants stole two motorbikes, food items, clothing and other valuables."
llama3.2:3b,CAO7826,S,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.01]",,0.81,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 20 September 2023, 10 suspected members of Boko Haram (JAS) (likely) militants, including a man, 4 women, 3 girls and 2 boys surrendered to the security forces in Amchide (Kolofata, Mayo-Sava, Extreme-Nord). All are Cameroonian nationals."
llama3.2:3b,CAO13380,B,V,0.92,"[0.93, 0.02, 0.01, 0.01, 0.01, 0.03]",,0.79,Military Forces of Cameroon (1982-),"On 4 April 2024, the security forces, coded as the military forces shot and killed an unknown Separatist commander at the market in Agyati (Bafut, Mezam, Nord-Ouest). The Separatist tried to escape leading to the military forces shooting him. He died of his injuries."
llama3.2:3b,CAO15779,V,V,0.92,"[0.93, 0.02, 0.01, 0.01, 0.01, 0.03]",,0.74,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 5 October 2024, the military forces from the Rapid Intervention beat and injured 5 civilians (2 women and 3 men) at their private residence in Diche II (Widikum, Momo, Nord-Ouest) after a failed military operation to arrest an Ambazonian Separatists. The military forces also broke into the private residence and destroyed a herbalist's property."
llama3.2:3b,CAO12389,V,V,0.96,"[0.98, 0.01, 0.0, 0.0, 0.0, 0.01]",,0.99,Ambazonian Separatists (Cameroon),"On 3 September 2023, Ambazonian Separatists killed two teachers, whom they had abducted, in Mbessa (Boyo, Nord-Ouest). They were accused of attending a meeting to plan for the resumption of school in Belo commune. The bodies of the teachers were given to their families to bury."
llama3.2:3b,CAO15728,S,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.87,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 29 September 2024, the military forces from the Rapid Intervention arrested some 150 civilians in Bamenda (Bamenda 3, Mezam, Nord-Ouest) during a military operation to dislodge Separatist hideouts. The military forces extorted an unspecified amount of money from some civilians to have their immediate release. Over 50 motorbikes were also confiscated."
llama3.2:3b,CAO4504,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.93,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 26 March 2021, the army's rapid intervention battalion engaged in fire fights with Ambazonian separatists in Kumbo town, Jakiri subdivision (Bui, Nord-Ouest). 4 separatists were killed, and several others injured."
llama3.2:3b,CAO10533,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.89,Military Forces of Cameroon (1982-),"On 9 October 2022, state security forces, coded as military, clashed with Ambazonian Separatists in Acha Tugui (Momo, Nord-Ouest). 2 militants were killed."
llama3.2:3b,CAO3353,V,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.9,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 8 June 2020, Boko Haram attacked herders 4 km away from the village of Sagme (Mayo-Sava, Extreme-Nord), killing one and injuring another. They took away sheep."
llama3.2:3b,CAO15644,V,V,0.92,"[0.93, 0.01, 0.02, 0.01, 0.01, 0.03]",,0.79,Ambazonian Separatists (Cameroon),"On 26 September 2024, Ambazonian Separatists riding on motorbikes abducted 3 students who were on their way to school along a tertiary road in the Menteh, Mile 4 neighborhood in Bamenda - Nkwen (Bamenda 3, Mezam, Nord-Ouest). The Separatists accused the students of not complying with the Separatists-imposed school resumption 2 October 2024."
llama3.2:3b,CAO13239,S,E,0.98,"[0.01, 0.02, 0.96, 0.0, 0.01, 0.01]",,0.91,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: Around 25 April 2024 (as reported), Boko Haram (JAS) (likely) militants looted 3 bicycles and clothing in Blamari neighborhood in Limani (Mora, Mayo-Sava, Extreme-Nord)."
llama3.2:3b,CAO3498,V,V,0.92,"[0.92, 0.02, 0.01, 0.01, 0.01, 0.01]",,0.86,Military Forces of Cameroon (1982-),"On 21 July 2020, military forces opened fire around a food market in Bamenda town (Mezam, Nord-Ouest). One person was reportedly killed and property destroyed."
llama3.2:3b,CAO13669,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.89,Military Forces of Cameroon (1982-),"On 15 April 2024, security forces, coded as the military forces, clashed with the Ambazonian Separatists from the Restoration forces faction along a secondary road in Likoko (Muyuka, Fako, Sud-Ouest). 2 Separatists were killed. No information on the injuries."
llama3.2:3b,CAO2838,V,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.89,Military Forces of Cameroon (1982-),"On 13 January 2020, military forces attacked the village of Ngemsibaa, in Oku subdivision (Boyo, Nord-Ouest) [coded: Oku], and burnt houses. No fatality and/or casualty reported."
llama3.2:3b,CAO9823,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.81,Military Forces of Cameroon (1982-),"On 20 November 2022, military forces ambushed and clashed with Ambazonian Separatists, including members of the ADF, at an informal checkpoint they set up in Teke, Kumba 2 commune, coded to Matoh (Meme, Sud-Ouest). The fighters retreated, abandoning a bike they had seized from a civilian which the military then burned. No casualties."
llama3.2:3b,CAO8055,S,E,0.98,"[0.01, 0.02, 0.96, 0.0, 0.01, 0.01]",,0.87,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Property destruction: On 29 October 2023, suspected Boko Haram (JAS) (likely) militants destroyed motor pumps in civilian farms in Yamgazawa (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord)."
llama3.2:3b,CAO8924,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.86,Military Forces of Cameroon (1982-),"On 29 May 2022, the military forces in a joint operation with the self-defense militia (COVI) ambushed Ambazonian Separatist fighter at a checkpoint in Ngarum (Ndu, Donga-Mantung, Nord-Ouest). 1 separatist was killed."
llama3.2:3b,CAO14724,B,B,0.98,"[0.01, 0.98, 0.0, 0.0, 0.0, 0.01]",,0.82,Military Forces of Cameroon (1982-),"On 26 August 2024, the military forces from Cameroon clashed with the military forces from Chad at the military barracks in Darak (Darak, Logone-et-Chari, Extreme-Nord) during a joint military operation in the Lake Chad area. There were no fatalities. 1 unidentified soldier was injured."
llama3.2:3b,CAO5534,S,S,0.92,"[0.01, 0.02, 0.03, 0.01, 0.04, 0.9]",,0.85,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Movement of forces: On 29 September 2021, residents saw a massive assembling of Boko Haram fighters during the night in Danbore village, 7 kilometers away from Sagme village, Fotokol subdivision (Logone-et-Chari, Extreme-Nord)."
llama3.2:3b,CAO15107,V,V,0.92,"[0.92, 0.01, 0.02, 0.01, 0.01, 0.01]",,0.9,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 23 September 2024, Boko Haram (JAS) (likely) militants shot and killed 1 farmer in Bourvare (Kolofata, Mayo-Sava, Extreme-Nord) while the other farmers escaped without injuries."
llama3.2:3b,CAO12518,S,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.84,Military Forces of Cameroon (1982-),"On 11 May 2023, state security forces (coded as military) detained 34 civilians in Mosongesele (Ndian, Sud-Ouest). They were released 2 hours later."
llama3.2:3b,CAO3431,E,E,0.96,"[0.02, 0.01, 0.96, 0.0, 0.01, 0.0]",,0.93,Unidentified Armed Group (Cameroon),"On 2 July 2020, an IED exploded in Yaounde city (Mfoundi, Centre), injuring at least 4 civilians (around 20 injured, according to other sources). Perpetrators unknown."
llama3.2:3b,CAO7396,V,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.86,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 12 June 2023, Boko Haram [JAS] militants attacked Kassa (Ngaoundal, Djerem, Adamaoua). The militants beheaded a man. 2 children are believed to have been abducted. The militants stole items and food."
llama3.2:3b,CAO8686,R,R,0.85,"[0.09, 0.02, 0.01, 0.03, 0.83, 0.02]",,0.79,Rioters (Cameroon),"Around 24 March 2024 (month of), youths chased landlords and farmers from their land properties in Mondoli (Limbe 3, Fako, Sud-Ouest). The youths question the ownership of these lands saying they are native land. The youth also set up a toll gate to extort money and products from the farmers."
llama3.2:3b,CAO3374,B,S,0.85,"[0.04, 0.03, 0.02, 0.02, 0.05]",,0.88,Military Forces of Cameroon (1982-),"Around 13 June 2020 (between 11 - 15 June), the military forces killed 13 suspected Ambazonian separatists during an operation in 5 villages of Mezam subdivision including Bali (Mezam, Nord-Ouest). Fatalities split between five events."
llama3.2:3b,CAO6483,V,V,0.92,"[0.92, 0.01, 0.02, 0.01, 0.01, 0.05]",,0.84,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 14 August 2022, Boko Haram (JAS) (likely) fighters attacked the village of Ouzal (Koza, Mayo-Tsanaga, Extreme-Nord) wounding 1 person with a machete."
llama3.2:3b,CAO4669,V,V,0.92,"[0.92, 0.01, 0.02, 0.01, 0.01, 0.01]",,0.8,Military Forces of Cameroon (1982-),"Around 15 May 2020 (month of), the military forces raided Njembo village, Mbengwi town, Mbeggwi subdivision (Momo, Nord-Ouest), killing one person."
llama3.2:3b,CAO5725,V,V,0.92,"[0.93, 0.01, 0.02, 0.01, 0.01, 0.03]",,0.83,Military Forces of Cameroon (1982-),"On 27 October 2021, the military forces alongside Fulani militiamen attacked and killed a 15 year old boy in Ngarbuh village, near Ntamruh, Ndu subdivision (Donga-Mantung, Nord-Ouest). He was accused of collaborating with Ambazonian separatists fighters."
llama3.2:3b,CAO4522,V,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.84,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 3 April 2021, Boko Haram fighters nightly attacked Makoulde village, Mora subdivision (Mayo-Sava, Extreme-Nord). They killed 2 people, burnt about 10 houses down, and took away cattle and goods."
llama3.2:3b,CAO4773,V,V,0.92,"[0.92, 0.02, 0.01, 0.01, 0.01, 0.01]",,0.87,Military Forces of Cameroon (1982-),"Around 15 September 2020 (month of), the military forces attacked and severely beat up a group of civilians carrying out community work in Mefah-Tembei village, Batibo subdivision (Momo, Nord-Ouest)."
llama3.2:3b,CAO6135,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.92,Military Forces of Cameroon (1982-),"On 1 June 2022, Cameroonian military forces conducted a raid to dislodge Ambazonian Separatists at their hideout and killed two Separatists including one former fighter in Nyikob, coded to Njikwa (Momo, Nord-Ouest). The former fighter had laid down his weapons 2 years prior to his death, three other fighters were arrested."
llama3.2:3b,CAO4334,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.88,Ambazonian Separatists (Cameroon),"On 4 February 2021, the military forces engaged in a fire fight with Ambazonian separatists in Mbalangi village (Meme, Sud-Ouest), as they tried to remove a road blockade erected by separatists in order to enforce a lockdown in the area. No fatality and/or casualty reported."
llama3.2:3b,CAO5627,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.79,Military Forces of Cameroon (1982-),"Around 24 October 2021 (as reported), the military forces opened fire on BNL fighters who were erecting barricades in Cameroon-Nigeria border area in Bakassi Peninsula, Kombo Abedimo subdivision (Ndian, Sud-Ouest). 2 BNL fighters were killed."
llama3.2:3b,CAO6430,V,V,0.92,"[0.93, 0.01, 0.02, 0.01, 0.03, 0.01]",,0.85,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 3 September 2022, Cameroonian military forces (Rapid Intervention) conducted raids and attacked civilians in Kah, coded to Jakiri (Jakiri, Bui, Nord-Ouest) shooting sporadically leading the death of 3 civilians (a family of 3). Unknown if arrests were made. The purpose of the military operation was to find separatist fighters."
llama3.2:3b,CAO14482,V,V,0.92,"[0.92, 0.01, 0.02, 0.01, 0.01, 0.01]",,0.9,Unidentified Armed Group (Cameroon),"On 4 June 2024, an unidentified armed group shot and killed 1 civilian at Mile 18 in Bomaka (Buea, Fako, Sud-Ouest). His body was left by the roadside."
llama3.2:3b,CAO10147,B,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.89,Military Forces of Cameroon (1982-),"On 3 January 2023, state security forces (coded as military) captured and arrested 1 Ambazonian Separatist in Adiemukong, Bafut commune, coded to Bafut (Mezam, Nord-Ouest). Gunshots could be heard, no casualties. It is unclear if the gunshots were an armed confrontation between the two."
llama3.2:3b,CAO14877,V,V,0.92,"[0.93, 0.02, 0.01, 0.01, 0.01, 0.03]",,0.8,Ambazonian Separatists (Cameroon),"On 20 July 2024, Ambazonian Separatists abducted 2 civilians from their private residences in Mbessi Mile 4 in Bamenda - Nkwen (Bamenda 3, Mezam, Nord-Ouest) for an unknown reason."
llama3.2:3b,CAO7647,V,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.01]",,0.86,Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 30 July 2023, ISWAP or Boko Haram militants abducted 10 fishermen in Kofia, coded to Darak (Darak, Logone-et-Chari, Extreme-Nord). The militants retreated to Nigeria and demanded a ransom release fee."
llama3.2:3b,CAO11069,V,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.8,Ambazonian Separatists (Cameroon),"On 15 December 2023, Ambazonian Separatists kidnapped an employee of the Mbonge municipal council in Kombone (Kumba 1, Meme, Sud-Ouest). They accused him of working closely with the Mayor of the municipality, who is seen as a security forces collaborator."
llama3.2:3b,CAO2894,R,R,0.85,"[0.11, 0.01, 0.02, 0.01, 0.85, 0.01]",,0.84,Rioters (Cameroon),"On 26 January 2020, one young man was burnt to death in Bamenda town (Mezam, Nord-Ouest), for allegedly trying to steal a motorcycle."
llama3.2:3b,CAO10921,V,V,0.92,"[0.92, 0.01, 0.02, 0.01, 0.01, 0.05]",,0.85,Military Forces of Cameroon (1982-),"On 2 December 2023, the military shot and killed a former Ambazonian Separatist in Belo (Tubah, Mezam, Nord-Ouest) during a funeral ceremony."
llama3.2:3b,CAO10473,V,V,0.92,"[0.92, 0.01, 0.02, 0.01, 0.01, 0.04]",,0.89,Ambazonian Separatists (Cameroon),"On 22 March 2023, Ambazonian Separatists shot dead a male civilian in Ntamruh (Donga-Mantung, Nord-Ouest) who attempted to seize the gun of one of their Commanders."
llama3.2:3b,CAO7437,V,V,0.92,"[0.92, 0.02, 0.01, 0.01, 0.01, 0.01]",,0.81,Military Forces of Cameroon (1982-),"On 25 June 2023, the military forces attacked civilians in Kumba (Ekondo Titi, Ndian, Sud-Ouest). 1 civilian was killed. The victim had challenged a gendarmerie officer to lawfully present a warrant authorizing him to arrest another civilian when the officer shot him at close range in the chest and the other civilian was injured."
llama3.2:3b,CAO11501,S,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.94,Military Forces of Cameroon (1982-) Gendarmerie,"Property destruction: On 20 June 2023, Gendarmerie forces set fire to 5 civilian homes in Ilemiwong, coded to Belo (Tubah,Mezam,Nord-Ouest) during an operation to find Ambazonian Separatists. Separatists had received a tip-off and escaped before the Gendarmerie forces could arrive. Civilians had also fled to the bush and neighboring villages."
llama3.2:3b,CAO3287,V,B,0.98,"[0.02, 0.96, 0.01, 0.01, 0.01, 0.01]",,0.75,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 18 May 2020, Boko Haram attacked the village of Tolkomari, Kolofata subdivision (Mayo-Sava, Extreme-Nord). No fatality and/or casualty reported."
llama3.2:3b,CAO12451,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.91,Ambazonian Separatists (Cameroon),"On 26 July 2023, Ambazonian Separatists engaged in an armed confrontaiton with a former Separatist in Eka, Widikum commune, coded to Widikum (Momo, Nord-Ouest), after he refused to join them. Two civilian homes were set on fire by the Separatists. Two Separatists were killed in the clash."
llama3.2:3b,CAO14655,B,S,0.92,"[0.01, 0.02, 0.03, 0.04, 0.05, 0.77]",,0.82,Military Forces of Cameroon (1982-),"On 23 August 2024, the military forces attacked and clashed with Boko Haram (JAS) (likely) militants at the militant hideout in Walassa (Kolofata, Mayo-Sava Extreme-Nord). 5 militants were killed and the military forces recovered weapons, ammunition and military equipment. 3 other bodies were found some days later toward Amchide. Total fatalities coded as 8."
llama3.2:3b,CAO10946,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.94,Military Forces of Cameroon (1982-),"On 3 January 2024, the military forces on board of a private vehicle ambushed SOCADEF separatists in Bolo/ Bolo Moboka (Meme, Sud-Ouest). Casualties unknown."
llama3.2:3b,CAO13672,V,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.9,Ambazonian Separatists (Cameroon),"On 15 April 2024, Ambazonian Separatists from the ADF abducted 4 men and 2 women at a checkpoint in Mambanda (Kumba 2, Meme, Sud-Ouest). The militants also looted 3 motorbikes. The reason for the abduction is not known."
