event_id,model,true_label,pred_label,pred_conf_temp,notes,actor_norm,annotation_provenance,annotation_ambiguous_actor,annotation_verb_intensity,annotation_casualty_counts,annotation_passive_voice,annotation_notes
CAO13505,llama3.2:3b,S,V,0.999999999999,"Looting: On 10 April 2024, Ambazonian Separatists from the Restoration Forces faction extorted money from commercial motorbike riders and their passengers in Bulu Camp (Mundemba, Ndian, Sud-Ouest) on their way to the market and farms.",Ambazonian Separatists (Cameroon),Local/Community,No,Medium,No,Unknown,[auto-generated]
CAO3090,llama3.2:3b,B,V,0.8999999999999999,"On 12 March 2020, two groups of Ambazonian separatists clashed in their camp in Vikovi village, near Kikaikom, in Kumbo subdivision (Bui, Nord-Ouest), resulting in 5 deaths.",Ambazonian Separatists (Cameroon),Independent-National,No,Low,Yes (5),Unknown,[auto-generated]
CAO7973,llama3.2:3b,S,V,0.8999999999999999,"Looting: On 18 October 2023, ISWAP or Boko Haram militants demanded money and food items from fishermen in the Tsoukiya zone around Darak (Darak, Logone-et-Chari, Extreme-Nord) as taxes for fishing rights. The militants also searched the fishermen for mobile phones and any person from Darak. Finding neither the militants retreated toward Nigeria.",Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Local/Community,No,Medium,No,Unknown,[auto-generated]
CAO6152,llama3.2:3b,B,V,0.8999999999999999,"On 10 June 2022, Cameroonian military forces exchanged gunshots with suspected separatists and killed 2 civilians in Belo (Tubah, Mezam, Nord-Ouest). Unclear why the military was targeting civilians.",Military Forces of Cameroon (1982-),Independent-National,No,High,Yes (2),Yes,[auto-generated]
CAO12201,llama3.2:3b,S,V,0.8999999999999999,"Other: On 11 August 2023, Ambazonian Separatists fired gunshots in the air and rounded up civilians in Ikiliwindi Mile 10 (Meme, Sud-Ouest). They accused the population of collaborating with state security forces and threatened to kill anyone who collaborated with them.",Ambazonian Separatists (Cameroon),Independent-National,No,High,No,Unknown,[auto-generated]
CAO10508,llama3.2:3b,B,V,0.8999999999999999,"On 14 March 2023, the state security forces, coded as military, shot and killed 3 Ambazonian Separatists at the Ndekwai - Ntenako road axis, coded to Ntenaku (Mamfe, Manyu, Sud-Ouest).",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (3),Unknown,[auto-generated]
CAO5789,llama3.2:3b,S,V,0.8999999999999999,"Around 21 December 2021 (as reported), the security forces (assumedly Military Forces) arrested at least 30 people including 7 Chadians and seized machetes, knives and spears during a security operation in Kousseri town (Logone-et-Chari, Extreme-Nord). The aim was to restore peace in the city in the context of tensions between the Musgum and Arab Shoa communities.",Military Forces of Cameroon (1982-),Independent-National,No,Medium,No,Unknown,[auto-generated]
CAO11562,llama3.2:3b,B,V,0.8999999999999999,"On 16 June 2023, government forces, coded as military, clashed with Ambazonian Separatists in Kedjem Keku (Tubah, Mezam, Nord-Ouest), leading to the killing of at least 13 civilians and 3 Ambazonian separatists.",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (16),Yes,[auto-generated]
CAO11896,llama3.2:3b,B,V,0.8999999999999999,"On 28 September 2023, state forces, coded as military, exchanged fire with Ambazonian Separatists in Benade (Menchum, Nord-Ouest) during an operation to dislodge the Ambazonian Separatists. Four civilians, including the traditional chief of Banum village, were killed caught by stray bullets.",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (4),Yes,[auto-generated]
CAO11447,llama3.2:3b,S,V,0.8,"Other: On 4 July 2023, state security forces, coded as military forces, on vehicular patrol shot into the air at the cattle market in Lassin (Bui, Nord-Ouest) to prevent an attack by Ambazonian Separatists after they tipped off that a separatists camp opened in the area.",Military Forces of Cameroon (1982-),Local/Community,No,Medium,No,Unknown,[auto-generated]
CAO10410,llama3.2:3b,S,V,0.8999999999999999,"Property destruction: On 7 April 2023, State security forces, coded as the military forces, set fire to 3 civilian houses in Aboh, coded to Fundong (Njinikom, Boyo, Nord-Ouest).",Military Forces of Cameroon (1982-),Local/Community,No,Unknown,No,Unknown,[auto-generated]
CAO6584,llama3.2:3b,S,V,0.8999999999999999,"On 25 September 2022, Cameroonian security forces arrested at least 60 people in Kourgui (Mora, Mayo-Sava, Extreme-Nord). 30 motorbikes without official documents were seized. The military were looking for armed group members.",Military Forces of Cameroon (1982-),Local/Community,No,Medium,No,Mixed,[auto-generated]
CAO8359,llama3.2:3b,B,V,0.8999999999999999,"On 4 January 2024, the military forces killed 1 unidentified armed group member in Bourrha (Bourrha, Mayo-Tsanaga, Extreme-Nord). The member was known to abduct civilians. Food items, clothing, bladed weapons and other items were recovered.",Military Forces of Cameroon (1982-) Rapid Intervention Battalion,Social-Media,No,High,Yes (1),No,[auto-generated]
CAO3105,llama3.2:3b,B,V,0.8999999999999999,"On 15 March 2020, the Ambazonian separatists killed a civilian when they targeted a soldier who he was transporting to his duty post in Mundemba town (Ndian, Sud-Ouest).",Ambazonian Separatists (Cameroon),Independent-National,No,High,Yes (1),Unknown,[auto-generated]
CAO3117,olmo2:7b,B,V,0.999999999999,"On 23 March 2020, Boko Haram were repulsed by the military after staging an attack on the village of Goshikale in Mora subdivision (Mayo-Sava, Extreme-Nord). Militants destroyed the local hospital and looted several houses, taking away 3 motorcycles.",Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Independent-National,No,High,No,Yes,[auto-generated]
CAO8281,olmo2:7b,S,V,0.9499999999999998,"Looting: On 18 December 2023, ISWAP or Boko Haram militants looted 2 houses in Waza (Waza, Logone-et-Chari, Extreme-Nord).",Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Social-Media,No,Medium,No,Unknown,[auto-generated]
CAO10079,olmo2:7b,S,V,0.99,"Displacement: On 2 February 2023, civilians were displaced for fear of retaliation attacks from, the state security forces in Diongo (Dibombari, Moungo, Littoral) after suspected Ambazonian Separatists mounted an illegal checkpoint paralyzing vehicle movement.",Civilians (Cameroon),Local/Community,No,Medium,No,Yes,[auto-generated]
CAO8757,olmo2:7b,S,V,0.9499999999999998,"Looting: Around 17 March 2024 (as reported), an unidentified armed group suspected of being ISWAP or Boko Haram militants looted food items, clothing and 1 bicycle in Ganse (Kolofata, Mayo-Sava, Extreme-Nord).",Unidentified Armed Group (Cameroon),Social-Media,Yes,Medium,No,Yes,[auto-generated]
CAO2846,olmo2:7b,B,V,0.99,"On 14 January 2020, the military forces engaged in a fire fight with Ambazonian separatists in Peng village, Tombel subdivision (Kupe-Manenguba, Sud-Ouest) [coded: Tombel]. Two civilians were killed after they were reportedly flagged as Ambazonian fighters.",Military Forces of Cameroon (1982-),Independent-National,No,High,Yes (2),Yes,[auto-generated]
CAO9846,olmo2:7b,S,V,0.99,"Looting: On 25 November 2022, Ambazonian Separatists abducted the body of a deceased person in Kai, Mbengwi commune, coded to Mbengwi (Momo, Nord-Ouest). The group accused the family of the deceased of not supporting the struggle against the military. They later released the dead body after the family had paid an unspecified amount of money.",Ambazonian Separatists (Cameroon),Local/Community,No,Medium,No,Unknown,[auto-generated]
CAO4525,olmo2:7b,B,V,0.99,"On 4 April 2021, Boko Haram fighters attacked and tortured a group of local vigilance militiamen in Mahoula village, Mora subdivision (Mayo-Sava, Extreme-Nord), killing two of them.",Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Independent-National,No,High,Yes (2),No,[auto-generated]
CAO10613,olmo2:7b,S,V,0.9499999999999998,"Looting: On 10 May 2023, Ambazonian Separatists from the Restoration Forces extorted money amounting to 200,000 FCFA from a civilian whom they imposed as the new traditional chief in Makwe, Upper Bayang commune, coded to Tinto (Manyu, Sud-Ouest). They also forced the civilians to buy a motorcycle for the man to 'support his reign.' The legal leader fled to Mamfe when the Separatists demanded 500,000 FCFA from him.",Ambazonian Separatists (Cameroon),Local/Community,No,Medium,No,Unknown,[auto-generated]
CAO4298,olmo2:7b,B,V,0.99,"On 23 January 2021, the military forces engaged in fire fights with Ambazonian separatists in Mulang and Meta neighborhood of Bamenda town, Bamenda 2 subdivision (Mezam, Nord-Ouest). Four civilians were killed, reportedly by the military forces.",Military Forces of Cameroon (1982-),Independent-National,No,High,Yes (4),Yes,[auto-generated]
CAO9421,olmo2:7b,S,V,0.8999999999999999,"Other: On 15 September 2022, the military forces fired gunshots under unclear circumstances at GRA quarter in Mbengwi (Momo, Nord-Ouest).",Military Forces of Cameroon (1982-),Local/Community,No,Medium,No,No,[auto-generated]
CAO13440,olmo2:7b,B,V,0.99,"Around 13 May 2024 (as reported), Ambazonian Separatists ambushed patrolling gendarmerie forces along the Ayukaba and Eyangchang villages, coded to Ayukaba (Mamfe, Manyu, Sud-Ouest). The brigade commander and 4 gendarmerie officers were killed. The Separatists looted their weapons and ammunition and burnt the victim's bodies.",Ambazonian Separatists (Cameroon),Independent-National,No,High,Yes (5),Yes,[auto-generated]
CAO11112,olmo2:7b,S,V,0.9499999999999998,"Looting: On 2 February 2024, Ambazonian Separatists extorted money and food items from business persons at the market square in Lassin (Noni, Bui, Nord-Ouest).",Ambazonian Separatists (Cameroon),Local/Community,No,Medium,No,Unknown,[auto-generated]
CAO10413,olmo2:7b,S,V,0.9499999999999998,"Property destruction: On 6 April 2023, State security forces (Air Force), coded as the military forces, burned down 7 civilian houses in Maghow, coded to Akwaya (Akwaya,Manyu,Sud-Ouest). The Separatists also stole food items, money and other valuables. The houses were suspected of housing Separatists.",Military Forces of Cameroon (1982-),Local/Community,No,Medium,No,Yes,[auto-generated]
CAO6787,olmo2:7b,S,V,0.9499999999999998,"Looting: On 4 December 2022, Boko Haram [JAS] looted farmers in Amchide (Kolofata, Mayo-Sava, Extreme-Nord) stealing 2 motorbikes and 1 bicycle.",Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Independent-National,No,Medium,No,Unknown,[auto-generated]
CAO6152,olmo2:7b,B,V,0.9499999999999998,"On 10 June 2022, Cameroonian military forces exchanged gunshots with suspected separatists and killed 2 civilians in Belo (Tubah, Mezam, Nord-Ouest). Unclear why the military was targeting civilians.",Military Forces of Cameroon (1982-),Independent-National,No,High,Yes (2),Yes,[auto-generated]
CAO12201,olmo2:7b,S,V,0.99,"Other: On 11 August 2023, Ambazonian Separatists fired gunshots in the air and rounded up civilians in Ikiliwindi Mile 10 (Meme, Sud-Ouest). They accused the population of collaborating with state security forces and threatened to kill anyone who collaborated with them.",Ambazonian Separatists (Cameroon),Independent-National,No,High,No,Unknown,[auto-generated]
CAO6214,olmo2:7b,S,V,0.99,"Property destruction: Around 20 June 2022, Boko Haram (JAS) (likely) burnt houses and looted items in Djakana village, around Limani (Limani, Mayo-Sava, Extreme-Nord), including 4 bicycles.",Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Local/Community,No,Medium,No,Unknown,[auto-generated]
CAO14672,olmo2:7b,S,V,0.99,"Looting: On 3 July 2024, Ambazonian Separatists from the Restoration Forces faction extorted money, coded as looting, from civilians at an illegal checkpoint on the main road in Bamessing (Tubah, Mezam, Nord-Ouest).",Ambazonian Separatists (Cameroon),Local/Community,No,Medium,No,Unknown,[auto-generated]
CAO11562,olmo2:7b,B,V,0.99,"On 16 June 2023, government forces, coded as military, clashed with Ambazonian Separatists in Kedjem Keku (Tubah, Mezam, Nord-Ouest), leading to the killing of at least 13 civilians and 3 Ambazonian separatists.",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (16),Yes,[auto-generated]
CAO11896,olmo2:7b,B,V,0.99,"On 28 September 2023, state forces, coded as military, exchanged fire with Ambazonian Separatists in Benade (Menchum, Nord-Ouest) during an operation to dislodge the Ambazonian Separatists. Four civilians, including the traditional chief of Banum village, were killed caught by stray bullets.",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (4),Yes,[auto-generated]
CAO15247,olmo2:7b,S,V,0.99,"Looting: On 10 August 2024, gendarmerie forces broke into 8 civilian private residences and looted an unspecified amount of money and valuables in Bamunka (Ndop, Ngo-Ketunjia, Nord-Ouest) during an operation to dislodge Ambazonian Separatists from their hideouts.",Military Forces of Cameroon (1982-) Gendarmerie,Local/Community,No,Medium,No,Unknown,[auto-generated]
CAO10410,olmo2:7b,S,V,0.99,"Property destruction: On 7 April 2023, State security forces, coded as the military forces, set fire to 3 civilian houses in Aboh, coded to Fundong (Njinikom, Boyo, Nord-Ouest).",Military Forces of Cameroon (1982-),Local/Community,No,Unknown,No,Unknown,[auto-generated]
CAO8359,olmo2:7b,B,V,0.99,"On 4 January 2024, the military forces killed 1 unidentified armed group member in Bourrha (Bourrha, Mayo-Tsanaga, Extreme-Nord). The member was known to abduct civilians. Food items, clothing, bladed weapons and other items were recovered.",Military Forces of Cameroon (1982-) Rapid Intervention Battalion,Social-Media,No,High,Yes (1),No,[auto-generated]
CAO15321,olmo2:7b,S,V,0.99,"Looting: On 12 October 2024, Boko Haram (JAS) (likely) militants looted 2 stores and nearly 20 houses in Ldoubam (Mokolo, Mayo-Tsanaga, Extreme-Nord).",Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Independent-National,No,Medium,No,Unknown,[auto-generated]
CAO3105,olmo2:7b,B,V,0.99,"On 15 March 2020, the Ambazonian separatists killed a civilian when they targeted a soldier who he was transporting to his duty post in Mundemba town (Ndian, Sud-Ouest).",Ambazonian Separatists (Cameroon),Independent-National,No,High,Yes (1),Unknown,[auto-generated]
CAO12465,olmo2:7b,S,V,0.9499999999999998,"Property destruction: On 24 July 2023, state security forces (coded as military) set ablaze the traditional house of a village in Belo commune, coded to Oku (Boyo, Nord-Ouest), which had been a secret shrine of 'Beng Aweh.' They also arrested some men, all, with the exception of two, were shortly released.",Military Forces of Cameroon (1982-),Local/Community,No,Low,No,Unknown,[auto-generated]
