model,event_id,true_label,pred_label,pred_conf,logits,reasoning,latency_sec,actor_norm,notes
llama3.2:3b,CAO10717,B,E,0.9,"[0.8, 0.1, 0.1]","[""Ambazonian Separatists and state security forces clashed after an IED detonation."", ""IED explosion partially destroyed a security vehicle."", ""Event involves military action and explosive device usage.""]",0.89,Ambazonian Separatists (Cameroon),"On 25 May 2023, Ambazonian Separatists and state security forces, coded as military forces, engaged in an armed clash at Melim (Bui, Nord-Ouest) after the separatists detonated an IED which partially destroyed one of the security forces' vehicles. Casualties are unknown."
llama3.2:3b,CAO5294,V,V,0.9,"[0.8, 0.1, 0.05, 0.002, 0.003, 0.998]","[""Key actors: Soldiers allegedly sent by Defense Minister's driver."", ""Key actions: Beat up and arrest victim in private dispute."", ""Category rationale: Physical violence against a civilian in a specific incident.""]",1.0,Military Forces of Cameroon (1982-),"On 5 July 2021, a group of soldiers allegedly sent by the driver of the Defense Minister severely beat up and arrested one person in Nkolo neighborhood of Yaounde city, Yaounde 1 subdivision (Mfoundi, Centre). The victim was having a private dispute with the Minister's driver."
llama3.2:3b,CAO8512,V,V,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""ISWAP/Boko Haram militants abducted civilians on a boat."", ""No battles, explosions, protests, or riots reported."", ""Event involves violence against civilians, fitting V category.""]",0.92,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 13 February 2024, ISWAP or Boko Haram militants abducted 12 civilians onboard a boat in Kofia (Darak, Logone-et-Chari, Extreme-Nord)."
llama3.2:3b,CAO8749,S,R,0.9,"[0.1, 0.3, 0.4, 0.05, 0.15, 0.22]","[""Boko Haram militants are the key actors involved in the event."", ""They looted various items from civilian private residences."", ""This is a case of property theft, characteristic of looting.""]",0.95,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 9 February 2024, Boko Haram (JAS) (likely) militants looted food items, small farm animals, clothing, mobile phones and 60,000 Naira from civilian private residences in Amchide (Kolofata, Mayo-Sava, Extreme-Nord)."
llama3.2:3b,CAO7910,S,S,0.9,"[0.1, 0.2, 0.3, 0.4, 0.0, 0.0]","[""Unidentified armed group targeted IDP camp in Ndaba."", ""Looting of food items and clothing occurred."", ""No indication of violence against civilians beyond theft.""]",0.89,Unidentified Armed Group (Cameroon),"Looting: On 26 September 2023, an unidentified armed group looted an IDP camp in Ndaba (Kolofata, Mayo-Sava, Extreme-Nord). 4 sheep, food items and clothing were stolen."
llama3.2:3b,CAO10142,S,R,0.8,"[0.2, 0.1, 0.3, 0.4]","[""Ambazonian Separatists are the key actors."", ""They seized a bike from a rider accusing him of violating lockdown rules."", ""This is an incident of enforcing rules rather than violent action.""]",0.9,Ambazonian Separatists (Cameroon),"Looting: On 2 January 2023, Ambazonian Separatists stopped in Nsih-O-Doh, Ndu commune, coded to Ndu (Donga-Mantung, Nord-Ouest) and seized a bike from a bike rider accusing him of violating and working on an imposed Monday lockdown day."
llama3.2:3b,CAO5549,B,V,0.9,"[0.1, 0.3, 0.4, 0.1, 0.05, 0.25]","[""Military forces acted against Ambazonian separatist"", ""Used force to neutralize individual threat"", ""Targeted a specific person, indicating direct action""]",0.92,Military Forces of Cameroon (1982-),"On 5 October 2021, the military forces shot and killed one Ambazonian separatist at Rendezvous neighborhood of Bamenda city, Bamenda 1 subdivision (Mezam, Nord-Ouest)."
llama3.2:3b,CAO9138,S,V,0.8,"[0.2, 0.1, 0.4, 0.3]","[""Suspected Ambazonian Separatist fighters fired gunshots in the air."", ""Separatists set fire to a bike during curfew hour."", ""No fatalities occurred.""]",0.88,Ambazonian Separatists (Cameroon),"Property destruction: On 25 May 2022, suspected Ambazonian Separatist fighters fired several gunshots in the air in Weme (Konye, Meme, Sud-Ouest). There were no fatalities. The separatists set fire to a bike because the owner was using the bike during the separatist-imposed curfew hour."
llama3.2:3b,CAO8357,B,B,0.9,"[0.8, 0.2, 0.0, 0.0, 0.0, 0.0]","[""Boko Haram militants clashed with military forces at a military outpost."", ""Military forces conducted a sweep and uncovered IEDs along the road."", ""No civilians were involved in the conflict, only militant groups.""]",0.94,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 7 January 2024, Boko Haram (JAS) (likely) militants clashed with the military forces at the military outpost in Zamga (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord). There were no fatalities. After the militants had withdrawn, the military forces conducted a sweep uncovering 3 IEDs along the road to Assighassia and Djibrili."
llama3.2:3b,CAO3692,B,V,0.9,"[0.2, 0.3, 0.5]","[""Military forces vs Ambazonian separatists"", ""Firefight and killings reported in Bamenda town"", ""Violence against suspected separatists involved""]",0.82,Military Forces of Cameroon (1982-),"On 22 September 2020, the military forces killed 4 suspected Ambazonian separatists in Ngongham neighbourhood of Bamenda town (Mezam, Nord-ouest). (5 fatalities according to Cameroon News Agency). The military forces also engaged in fire fight with Ambazonian separatists in Ntankah area of Bamenda town the same day. No fatality and/or casualty reported in that area."
llama3.2:3b,CAO10565,V,V,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""Ambazonian Separatists kidnapped a civilian and demanded ransom."", ""The perpetrators released the victim after receiving payment."", ""Kidnapping with ransom demand indicates violent action against civilians.""]",0.88,Ambazonian Separatists (Cameroon),"On 2 May 2023, Ambazonian Separatists from the Restoration Forces kidnapped a high-profile government civilian (Deputy Mayor of Mamfe Council) at Mbakwa Supe (Konye, Meme, Sud-Ouest). The perpetrators released the victim shortly after receiving an unspecified amount of money as a ransom. The perpetrators also extorted money and other valuable things from other passengers whom they found in the vicinity during the abduction."
llama3.2:3b,CAO9183,B,V,0.9,"[0.1, 0.3, 0.6]","[""Military forces acted against an Ambazonian separatist"", ""Extortion and arrest occurred at a checkpoint"", ""Violence was used to neutralize a perceived threat""]",0.88,Military Forces of Cameroon (1982-),"On 21 February 2023, the state forces, coded as the military forces shot and killed an Ambazonian Separatist at a petrol station in Ndop (Ndop, Ngo-Ketunjia, Nord-Ouest). The military forces arrested him at a checkpoint in Bamunka where he had extorted money from civilians."
llama3.2:3b,CAO13396,B,B,0.9,"[0.8, 0.1, 0.05, 0.002, 0.003, 0.998]","[""Key actors: Ambazonian Separatists and military forces clashed."", ""Key actions: Clashes occurred at an illegal checkpoint in Mbengwi."", ""Category rationale: This event involves direct combat between opposing groups.""]",0.96,Military Forces of Cameroon (1982-),"On 6 April 2024, security forces, coded as the military forces clashed with the Ambazonian Separatists from the ADF at an illegal checkpoint in Kobenyang, coded to Mbengwi (Mbengwi, Momo, Nord-Ouest). 1 Separatist was killed and 1 civilian was injured by a stray bullet."
llama3.2:3b,CAO3758,V,V,0.9,"[0.2, 0.1, 0.7]","[""Ambazonian separatists kidnapped Mbororo ethnic men suspected of involvement in a killing."", ""No direct violence reported against the kidnapped men themselves."", ""Kidnapping is a form of restraint and coercion, characteristic of V""]",0.91,Ambazonian Separatists (Cameroon),"Around 11 October 2020 (as reported), Ambazonian separatists kidnapped 3 Mbororo ethnic men in Ngarbuh village, near Nkambe (Donga-Mantung, Nord-Ouest). They are suspected to be involved in the killing of a separatist fighter on October 10."
llama3.2:3b,CAO11352,B,B,0.9,"[0.8, 0.1, 0.05, 0.002, 0.003, 0.998]","[""Key actors: Ambazonian Separatists and the army's Rapid Intervention Battalion."", ""Key actions: Gunfire engagement between the two groups in Ndu."", ""Category rationale: This event involves direct confrontation between opposing forces, indicating a battle.""]",1.0,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 7 November 2023, the army's Rapid Intervention Battalion engaged in gunfire with Ambazonian Separatists in Ndu (Ndu, Donga-Mantung, Nord-Ouest). No casualties."
llama3.2:3b,CAO3193,B,B,0.9,"[0.8, 0.1, 0.05, 0.002, 0.003, 0.998]","[""Key actors: Cameroon military and Ambazonian separatists."", ""Key actions: Firefight in Oku village with fatalities reported."", ""Category rationale: Event involves direct confrontation between opposing forces.""]",0.93,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 18 April 2020, the military's rapid intervention battalion engaged in a fire fight with Ambazonian separatists in Oku village, Belo subdivision (Boyo, Nord-Ouest). Some separatists were killed. Some fatalities coded as 3."
llama3.2:3b,CAO3731,V,V,0.9,"[0.1, 0.3, 0.6]","[""Police officers and taxi drivers involved in altercation."", ""Taxi drivers attempted to prevent bribe collection from divers."", ""Physical violence occurred between police and civilians.""]",0.85,Police Forces of Cameroon (1982-),"On 2 October 2020, police officers severely beat up and injured two taxi drivers in Sandpit neighborhood of Buea town (Fako, Sud-Ouest) for attempting to prevent them from collecting 5000 CFA 'bribes' from divers."
llama3.2:3b,CAO6043,S,V,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""Boko Haram elements involved"", ""Looted goods and burned a church"", ""Violence against civilians occurred""]",0.84,Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 24 April 2022, Boko Haram elements looted goods and burned a church in the village of Bargaram (Hile-Alifa, Logone-et-Chari, Extreme-Nord)."
llama3.2:3b,CAO7698,S,R,0.9,"[0.1, 0.2, 0.3, 0.2, 0.05, 0.25]","[""Boko Haram militants are key actors involved in the event."", ""Looting and theft of valuables are key actions taken by militants."", ""This event involves non-violent action against civilians, making it a looting incident.""]",0.99,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 15 August 2023, Boko Haram (JAS) (likely) militants looted civilian residents in Sandawadjiri (Kolofata, Mayo-Sava, Extreme-Nord). The militants stole two motorbikes, food items, clothing and other valuables."
llama3.2:3b,CAO7826,S,S,0.9,"[0.1, 0.2, 0.3, 0.4, 0.05, 0.25]","[""Security forces received surrender from suspected Boko Haram militants in Cameroon."", ""Suspects are Cameroonian nationals, indicating local involvement."", ""No indication of violence, battles, explosions, protests, or riots.""]",0.98,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 20 September 2023, 10 suspected members of Boko Haram (JAS) (likely) militants, including a man, 4 women, 3 girls and 2 boys surrendered to the security forces in Amchide (Kolofata, Mayo-Sava, Extreme-Nord). All are Cameroonian nationals."
llama3.2:3b,CAO13380,B,V,1.0,"[0.9, 0.1, 0.0, 0.0, 0.0, 0.0]","[""Key actors: Military forces and an unknown Separatist commander."", ""Key actions: Shooting and killing the Separatist commander at a market."", ""Category rationale: The event involves direct violence against an individual.""]",0.99,Military Forces of Cameroon (1982-),"On 4 April 2024, the security forces, coded as the military forces shot and killed an unknown Separatist commander at the market in Agyati (Bafut, Mezam, Nord-Ouest). The Separatist tried to escape leading to the military forces shooting him. He died of his injuries."
llama3.2:3b,CAO15779,V,V,0.9,"[0.2, 0.1, 0.7, 0.0, 0.0, 0.0]","[""Military forces from Rapid Intervention beat and injured civilians."", ""Failed military operation to arrest Ambazonian Separatists involved."", ""Property was destroyed during the incident.""]",0.9,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 5 October 2024, the military forces from the Rapid Intervention beat and injured 5 civilians (2 women and 3 men) at their private residence in Diche II (Widikum, Momo, Nord-Ouest) after a failed military operation to arrest an Ambazonian Separatists. The military forces also broke into the private residence and destroyed a herbalist's property."
llama3.2:3b,CAO12389,V,V,1.0,"[0.9, 0.1, 0.0, 0.0, 0.0, 0.0]","[""Ambazonian Separatists abducted teachers, indicating a targeted attack."", ""Teachers were killed and given to their families, showing a violent outcome."", ""The event involves harm to civilians, making it a violence against civilians scenario.""]",0.94,Ambazonian Separatists (Cameroon),"On 3 September 2023, Ambazonian Separatists killed two teachers, whom they had abducted, in Mbessa (Boyo, Nord-Ouest). They were accused of attending a meeting to plan for the resumption of school in Belo commune. The bodies of the teachers were given to their families to bury."
llama3.2:3b,CAO15728,S,V,0.9,"[0.2, 0.3, 0.1, 0.1, 0.1, 0.2]","[""Key actors: Rapid Intervention military forces and civilians in Bamenda."", ""Key actions: Arrests, extortion, confiscation of motorbikes, and dislodging Separatist hideouts."", ""Category rationale: The event involves direct harm to civilians (extortion) and control measures (arrests and confiscation).""]",1.07,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 29 September 2024, the military forces from the Rapid Intervention arrested some 150 civilians in Bamenda (Bamenda 3, Mezam, Nord-Ouest) during a military operation to dislodge Separatist hideouts. The military forces extorted an unspecified amount of money from some civilians to have their immediate release. Over 50 motorbikes were also confiscated."
llama3.2:3b,CAO4504,B,B,0.9,"[0.8, 0.1, 0.05, 0.002, 0.003, 0.998]","[""Key actors: Cameroon army's rapid intervention battalion and Ambazonian separatists."", ""Key actions: Fire fights with separatist fighters in Kumbo town."", ""Category rationale: This event involves direct combat between military forces and separatist fighters.""]",1.0,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 26 March 2021, the army's rapid intervention battalion engaged in fire fights with Ambazonian separatists in Kumbo town, Jakiri subdivision (Bui, Nord-Ouest). 4 separatists were killed, and several others injured."
llama3.2:3b,CAO10533,B,B,0.9,"[0.8, 0.1, 0.05, 0.002, 0.003, 0.998]","[""Key actors: State security forces and Ambazonian Separatists."", ""Key actions: Clashes occurred in Acha Tugui (Momo, Nord-Ouest)."", ""Category rationale: This event involves a confrontation between opposing groups.""]",0.99,Military Forces of Cameroon (1982-),"On 9 October 2022, state security forces, coded as military, clashed with Ambazonian Separatists in Acha Tugui (Momo, Nord-Ouest). 2 militants were killed."
llama3.2:3b,CAO3353,V,V,0.9,"[0.2, 0.1, 0.7]","[""Boko Haram attacked herders in Mayo-Sava region."", ""Attacked location is 4 km away from the village of Sagme."", ""Attack involved taking sheep, indicating livestock theft.""]",0.87,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 8 June 2020, Boko Haram attacked herders 4 km away from the village of Sagme (Mayo-Sava, Extreme-Nord), killing one and injuring another. They took away sheep."
llama3.2:3b,CAO15644,V,V,0.9,"[0.8, 0.1, 0.05, 0.002, 0.003, 0.998]","[""Ambazonian Separatists abducted students on motorbikes."", ""Students were accused of not complying with Separatist-imposed school resumption."", ""Separatists' actions involved direct harm to civilians.""]",0.94,Ambazonian Separatists (Cameroon),"On 26 September 2024, Ambazonian Separatists riding on motorbikes abducted 3 students who were on their way to school along a tertiary road in the Menteh, Mile 4 neighborhood in Bamenda - Nkwen (Bamenda 3, Mezam, Nord-Ouest). The Separatists accused the students of not complying with the Separatists-imposed school resumption 2 October 2024."
llama3.2:3b,CAO13239,S,R,0.8,"[0.2, 0.6, 0.1, 0.1, 0.0, 0.0]","[""Boko Haram militants involved"", ""Looting of bicycles and clothing reported"", ""No indication of violence against civilians""]",0.86,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: Around 25 April 2024 (as reported), Boko Haram (JAS) (likely) militants looted 3 bicycles and clothing in Blamari neighborhood in Limani (Mora, Mayo-Sava, Extreme-Nord)."
llama3.2:3b,CAO3498,V,V,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""Military forces involved; civilians affected"", ""Property destroyed and one person killed"", ""Violence against civilians occurred""]",0.9,Military Forces of Cameroon (1982-),"On 21 July 2020, military forces opened fire around a food market in Bamenda town (Mezam, Nord-Ouest). One person was reportedly killed and property destroyed."
llama3.2:3b,CAO13669,B,B,0.9,"[0.8, 0.1, 0.05, 0.002, 0.003, 0.998]","[""Key actors: Ambazonian Separatists and military forces."", ""Key actions: Clashes occurred along a secondary road in Likoko."", ""Category rationale: This event involves direct confrontation between opposing groups.""]",0.98,Military Forces of Cameroon (1982-),"On 15 April 2024, security forces, coded as the military forces, clashed with the Ambazonian Separatists from the Restoration forces faction along a secondary road in Likoko (Muyuka, Fako, Sud-Ouest). 2 Separatists were killed. No information on the injuries."
llama3.2:3b,CAO2838,V,V,0.9,"[0.1, 0.3, 0.4, 0.1, 0.05, 0.15]","[""Military forces attacked the village."", ""Burnt houses were targeted."", ""No casualties reported.""]",0.87,Military Forces of Cameroon (1982-),"On 13 January 2020, military forces attacked the village of Ngemsibaa, in Oku subdivision (Boyo, Nord-Ouest) [coded: Oku], and burnt houses. No fatality and/or casualty reported."
llama3.2:3b,CAO9823,B,B,0.9,"[0.8, 0.1, 0.1]","[""Military forces vs Ambazonian Separatists at informal checkpoint in Teke commune."", ""Fighters retreated with seized bike, abandoned, and military burned it."", ""No casualties reported, indicating limited conflict impact.""]",0.94,Military Forces of Cameroon (1982-),"On 20 November 2022, military forces ambushed and clashed with Ambazonian Separatists, including members of the ADF, at an informal checkpoint they set up in Teke, Kumba 2 commune, coded to Matoh (Meme, Sud-Ouest). The fighters retreated, abandoning a bike they had seized from a civilian which the military then burned. No casualties."
llama3.2:3b,CAO8055,S,P,0.9,"[0.1, 0.2, 0.3, 0.4, 0.05, 0.25]","[""Suspected Boko Haram militants targeted civilian farms."", ""Destroyed motor pumps in Yamgazawa (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord)."", ""Property damage indicates non-violent intent.""]",0.99,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Property destruction: On 29 October 2023, suspected Boko Haram (JAS) (likely) militants destroyed motor pumps in civilian farms in Yamgazawa (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord)."
llama3.2:3b,CAO8924,B,B,0.9,"[0.2, 0.6, 0.1, 0.0, 0.0, 0.1]","[""Military forces and self-defense militia ambushed separatist fighters."", ""Joint operation involved military and militia forces."", ""Event resulted in the killing of a separatist fighter.""]",0.89,Military Forces of Cameroon (1982-),"On 29 May 2022, the military forces in a joint operation with the self-defense militia (COVI) ambushed Ambazonian Separatist fighter at a checkpoint in Ngarum (Ndu, Donga-Mantung, Nord-Ouest). 1 separatist was killed."
llama3.2:3b,CAO14724,B,B,0.9,"[0.8, 0.1, 0.05, 0.002, 0.003, 0.998]","[""Military forces from Cameroon and Chad clashed at a military barracks."", ""No civilians were involved in the conflict, only military personnel."", ""The event involves direct combat between two military groups.""]",0.95,Military Forces of Cameroon (1982-),"On 26 August 2024, the military forces from Cameroon clashed with the military forces from Chad at the military barracks in Darak (Darak, Logone-et-Chari, Extreme-Nord) during a joint military operation in the Lake Chad area. There were no fatalities. 1 unidentified soldier was injured."
llama3.2:3b,CAO5534,S,B,0.9,"[0.2, 0.7, 0.1]","[""Boko Haram fighters assembled in Danbore village"", ""No mention of violence against civilians or protests"", ""Assembling of fighters indicates military build-up or mobilization""]",0.87,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Movement of forces: On 29 September 2021, residents saw a massive assembling of Boko Haram fighters during the night in Danbore village, 7 kilometers away from Sagme village, Fotokol subdivision (Logone-et-Chari, Extreme-Nord)."
llama3.2:3b,CAO15107,V,V,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""Boko Haram militants are key actors."", ""Farmers were shot and killed by militants."", ""This event involves violence against civilians.""]",0.84,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 23 September 2024, Boko Haram (JAS) (likely) militants shot and killed 1 farmer in Bourvare (Kolofata, Mayo-Sava, Extreme-Nord) while the other farmers escaped without injuries."
llama3.2:3b,CAO12518,S,S,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[""Key actors: state security forces (coded as military) and civilians in Mosongesele."", ""Key actions: detention of 34 civilians followed by their release 2 hours later."", ""Category rationale: No violence, battles, explosions, protests, or riots occurred.""]",1.02,Military Forces of Cameroon (1982-),"On 11 May 2023, state security forces (coded as military) detained 34 civilians in Mosongesele (Ndian, Sud-Ouest). They were released 2 hours later."
llama3.2:3b,CAO3431,E,E,0.9,"[0.8, 0.1, 0.05, 0.002, 0.003, 0.98]","[""IED explosion indicates a non-state actor used explosive device."", ""Civilians injured suggests the event involved harm to human targets."", ""Lack of perpetrator information points towards an unattributed attack.""]",0.95,Unidentified Armed Group (Cameroon),"On 2 July 2020, an IED exploded in Yaounde city (Mfoundi, Centre), injuring at least 4 civilians (around 20 injured, according to other sources). Perpetrators unknown."
llama3.2:3b,CAO7396,V,V,0.9,"[0.2, 0.3, 0.5]","[""Boko Haram militants attacked Kassa in Cameroon."", ""The attack involved beheadings and abductions."", ""This event involves a militant group's actions against civilians.""]",0.86,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 12 June 2023, Boko Haram [JAS] militants attacked Kassa (Ngaoundal, Djerem, Adamaoua). The militants beheaded a man. 2 children are believed to have been abducted. The militants stole items and food."
llama3.2:3b,CAO8686,R,V,0.9,"[0.2, 0.3, 0.5]","[""Youths are the key actors, setting up a toll gate and chasing landowners."", ""The youths set up a toll gate to extort money and products from farmers."", ""This is an example of violence against civilians due to property disputes.""]",0.94,Rioters (Cameroon),"Around 24 March 2024 (month of), youths chased landlords and farmers from their land properties in Mondoli (Limbe 3, Fako, Sud-Ouest). The youths question the ownership of these lands saying they are native land. The youth also set up a toll gate to extort money and products from the farmers."
llama3.2:3b,CAO3374,B,B,0.9,"[0.1, 0.3, 0.4, 0.1, 0.1]","[""Military forces acted against suspected separatists in Ambazonian region."", ""Operation involved killing and fatalities in five villages."", ""Event involves military action against a specific group.""]",0.88,Military Forces of Cameroon (1982-),"Around 13 June 2020 (between 11 - 15 June), the military forces killed 13 suspected Ambazonian separatists during an operation in 5 villages of Mezam subdivision including Bali (Mezam, Nord-Ouest). Fatalities split between five events."
llama3.2:3b,CAO6483,V,V,0.9,"[0.1, 0.3, 0.6]","[""Boko Haram fighters attacked the village"", ""with machetes, a non-explosive weapon"", ""involving physical harm to civilians""]",0.86,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 14 August 2022, Boko Haram (JAS) (likely) fighters attacked the village of Ouzal (Koza, Mayo-Tsanaga, Extreme-Nord) wounding 1 person with a machete."
llama3.2:3b,CAO4669,V,V,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[""Military forces acted against a civilian village."", ""One person was killed in the raid."", ""Violence against civilians is the direct action.""]",0.92,Military Forces of Cameroon (1982-),"Around 15 May 2020 (month of), the military forces raided Njembo village, Mbengwi town, Mbeggwi subdivision (Momo, Nord-Ouest), killing one person."
llama3.2:3b,CAO5725,V,V,1.0,[1.0],"[""Fulani militiamen and military forces attacked a civilian accused of collaborating with separatists."", ""The attack resulted in the killing of a 15-year-old boy."", ""This event involves violence against civilians, as it results in death.""]",0.86,Military Forces of Cameroon (1982-),"On 27 October 2021, the military forces alongside Fulani militiamen attacked and killed a 15 year old boy in Ngarbuh village, near Ntamruh, Ndu subdivision (Donga-Mantung, Nord-Ouest). He was accused of collaborating with Ambazonian separatists fighters."
