model,event_id,true_label,pred_label,pred_conf,logits,reasoning,latency_sec,actor_norm,notes,pred_conf_iso,pred_conf_temp,prob_V,prob_B,prob_E,prob_P,prob_R,prob_S
llama3.2:3b,NIG34255,B,S,0.83,"{""V"": 0.05, ""B"": 0.03, ""E"": 0.02, ""P"": 0.01, ""R"": 0.04, ""S"": 0.83}",,2.09,Police Forces of Nigeria (2023-),"On 14 December 2023, policemen engaged an unidentified armed group in an armed clash at their hideout in a forest in Emohua LGA (Rivers) and rescued four abductees. Two members of the group were killed.",0.5107526881720446,0.83,0.1411839966202833,0.1383883661793471,0.1370113789286816,0.13564809293008548,0.1397791923819546,0.30798897295933975
llama3.2:3b,NIG21852,V,E,0.99,"{""V"": 0.01, ""B"": 0.02, ""E"": 0.97, ""P"": 0.0, ""R"": 0.01, ""S"": 0.0}",,1.94,Islamic State West Africa Province (ISWAP) - Lake Chad Faction,"On 30 August 2021, ISWAP claimed an attack on a Christian town in Borno (location coded to Maiduguri, Maiduguri Metro). A church and school were burnt. No reported injuries or fatalities.",0.7864406779661017,0.99,0.13154698996565362,0.1328690591942278,0.3435608097827238,0.13023807554569886,0.13154698996565362,0.13023807554569886
llama3.2:3b,NIG18752,V,V,0.85,"{""V"": 0.85, ""B"": 0.01, ""E"": 0.01, ""P"": 0.02, ""R"": 0.04, ""S"": 0.07}",,1.95,Police Forces of Nigeria (2015-2023),"On 23 October 2020, Nigerian police forces attacked a journalist in Udu LGA, Delta over the enforcement of the state-wide curfew despite the journalist being on an official assignment. No reported fatalities.",0.7864406779661017,0.85,0.3122331956893892,0.1347943563430005,0.1347943563430005,0.13614906214625053,0.13889945564499084,0.14312957383305622
llama3.2:3b,NIG38445,B,B,0.98,"{""V"": 0.01, ""B"": 0.98, ""E"": 0.0, ""P"": 0.0, ""R"": 0.01, ""S"": 0.0}",,2.17,SEC: Supreme Eiye Confraternity (Nigeria),"On 5 August 2024, the Buccaneers and Eiye clashed and killed one person in Ake Junction, Abeokuta (Abeokuta South, Ogun).",0.7864406779661017,0.98,0.13143896555144177,0.3467286909196672,0.13013112599236756,0.13013112599236756,0.13143896555144177,0.13013112599236756
llama3.2:3b,NIG35617,B,B,0.99,"{""V"": 0.01, ""B"": 0.99, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",,2.25,Military Forces of Nigeria (2023-),"On 15 March 2024, Nigerian troops raided the hideout of a Katsina militia and engaged them in an armed clash at Dutsen Kura in Batsari LGA (Batsari, Katsina). Two militia members were killed, one 81mm mortar bomb among other items were recovered by the troops.",0.7864406779661017,0.99,0.13115346521695664,0.3494526690479928,0.12984846643367523,0.12984846643367523,0.12984846643367523,0.12984846643367523
llama3.2:3b,NIG34375,S,E,0.99,"{""V"": 0.01, ""B"": 0.02, ""E"": 0.97, ""P"": 0.0, ""R"": 0.01, ""S"": 0.0}",,2.02,Islamic State West Africa Province (ISWAP),"Looting: On 26 December 2023, ISWAP raided and looted drugs from a Primary Health Care center in Mainok (Kaga, Borno).",0.7864406779661017,0.99,0.13154698996565362,0.1328690591942278,0.3435608097827238,0.13023807554569886,0.13154698996565362,0.13023807554569886
llama3.2:3b,NIG26000,V,V,0.95,"{""V"": 0.95, ""B"": 0.01, ""E"": 0.02, ""P"": 0.01, ""R"": 0.01, ""S"": 0.0}",,2.3,Igbide Communal Militia (Nigeria),"On 5 September 2022, a presumed faction of Igbide communal militia killed one person and wounded the vice president of a faction of the community at Igbide (Isoko South, Delta). The two victims were driving together when they were shot by the assailants, soldiers were deployed to the area to restore calm.",0.7864406779661017,0.9499999999999998,0.33861823390414764,0.1322737077229026,0.13360308058636017,0.1322737077229026,0.1322737077229026,0.13095756234044575
llama3.2:3b,NIG30514,B,B,0.95,"{""V"": 0.02, ""B"": 0.95, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.0}",,2.09,Police Forces of Nigeria (2015-2023),"On 13 March 2023, policemen attached to Operation Whirl Punch engaged a Kaduna militia in an armed clash, after the militia blocked the Galadimawa-Tumbruku road (Giwa, Kaduna). One militia member was killed, others fled with bullet wounds and the policemen recovered one rifle and two live rounds of ammunition.",0.7864406779661017,0.9499999999999998,0.13360308058636017,0.33861823390414764,0.1322737077229026,0.1322737077229026,0.1322737077229026,0.13095756234044575
llama3.2:3b,NIG36992,V,E,0.98,"{""V"": 0.01, ""B"": 0.02, ""E"": 0.97, ""P"": 0.0, ""R"": 0.01, ""S"": 0.0}",,2.05,Islamic State West Africa Province (ISWAP),"On 19 May 2024, ISWAP fighters abducted a man and later killed him along the Banki-Kumshe Road near Kumshe (Bama, Borno). They also stole an unspecified number of bicycles belonging to IDPs.",0.7864406779661017,0.98,0.13154698996565362,0.1328690591942278,0.3435608097827238,0.13023807554569886,0.13154698996565362,0.13023807554569886
llama3.2:3b,NIG29598,B,B,0.98,"{""V"": 0.02, ""B"": 0.98, ""E"": 0.01, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",,2.18,Police Forces of Nigeria (2015-2023),"On 7 January 2023, the police and the local hunters attacked an unidentified armed group in their enclave in Mansur forest, Mansur (Alkaleri, Bauchi). The police shot and killed two members of the group during a gun battle and recovered a fabricated SMG rifle and three operational motorcycles (Honda Bajaj). 2 fatalities reported.",0.7864406779661017,0.98,0.13258480676587606,0.346271272259924,0.13126556589622115,0.12995945169254422,0.12995945169254422,0.12995945169254422
llama3.2:3b,NIG29112,B,B,0.95,"{""V"": 0.02, ""B"": 0.95, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.0}",,1.99,Military Forces of Nigeria (2015-2023),"On 19 December 2022, Nigerian troops in collaboration with the police and DSS clashed with IPOB militants when they raided their camp at Umuleje Amaeze in Ishielu LGA (Ebonyi). Four militants were killed, weapons, ammunition, 13 military hand grenades and other items were recovered.",0.7864406779661017,0.9499999999999998,0.13360308058636017,0.33861823390414764,0.1322737077229026,0.1322737077229026,0.1322737077229026,0.13095756234044575
llama3.2:3b,NIG34705,S,S,0.83,"{""V"": 0.05, ""B"": 0.03, ""E"": 0.02, ""P"": 0.01, ""R"": 0.04, ""S"": 0.85}",,2.3,Government of Nigeria (2023-),"Security measures: On 23 January 2024, the governor of Plateau state imposed a 24 hour curfew on Mangu LGA (Plateau) following violence which broke out in different parts of the town [coded separately].",0.5107526881720446,0.83,0.14031101097987417,0.13753266681280224,0.13616419391309456,0.13480933754624877,0.13891489309380212,0.3122678976538659
llama3.2:3b,NIG29332,V,V,0.95,"{""V"": 0.95, ""B"": 0.01, ""E"": 0.02, ""P"": 0.01, ""R"": 0.01, ""S"": 0.0}",,2.3,Kaduna Communal Militia (Nigeria),"On 25 December 2022, a Kaduna militia on motorcycles attacked civilians at Anguwan Aku in Kajuru LGA (Kaduna) and conducted a house to house search. One person was killed; 53 person were abducted, 7 persons among the abductees escaped and 45 others were taken away.",0.7864406779661017,0.9499999999999998,0.33861823390414764,0.1322737077229026,0.13360308058636017,0.1322737077229026,0.1322737077229026,0.13095756234044575
llama3.2:3b,NIG21210,B,B,0.99,"{""V"": 0.01, ""B"": 0.99, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",,2.32,Military Forces of Nigeria (2015-2023),"On 26 June 2021, military and police members of the Task Force killed two kidnappers in Koton-Karfe (Kogi LGA, Kogi).",0.7864406779661017,0.99,0.13115346521695664,0.3494526690479928,0.12984846643367523,0.12984846643367523,0.12984846643367523,0.12984846643367523
llama3.2:3b,NIG21090,B,B,0.95,"{""V"": 0.02, ""B"": 0.95, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.0}",,2.41,Police Forces of Nigeria (2015-2023),"On 17 June 2021, ISWAP fighters clashed with Nigerian police operatives following an attack on Gujba town (Gujba LGA, Yobe). At least three policemen were killed. ISWAP fighters also looted medical supplies and set properties and houses ablaze.",0.7864406779661017,0.9499999999999998,0.13360308058636017,0.33861823390414764,0.1322737077229026,0.1322737077229026,0.1322737077229026,0.13095756234044575
llama3.2:3b,NIG35108,V,V,0.95,"{""V"": 0.95, ""B"": 0.01, ""E"": 0.02, ""P"": 0.01, ""R"": 0.01, ""S"": 0.0}",,2.44,Military Forces of Nigeria (2023-),"On 15 February 2024, a Naval officer shot and killed a man at a military checkpoint at Owerri-Nta (Isiala Ngwa South, Abia) after he refused to stop at the checkpoint. The Navy claimed that the victim was shot because he was struggling for a gun with the soldier after he was invited over an allegation of theft levelled against him.",0.7864406779661017,0.9499999999999998,0.33861823390414764,0.1322737077229026,0.13360308058636017,0.1322737077229026,0.1322737077229026,0.13095756234044575
llama3.2:3b,NIG19404,B,B,0.99,"{""V"": 0.01, ""B"": 0.99, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",,2.27,Military Forces of Nigeria (2015-2023),"On 9 January 2021, Nigerian military troops clashed with Boko Haram elements at Gonan Kaji Village along Damaturu-Buni Yadi Road (Gujba LGA, Yobe), killing 30 militants and recovering weapons and ammunition.",0.7864406779661017,0.99,0.13115346521695664,0.3494526690479928,0.12984846643367523,0.12984846643367523,0.12984846643367523,0.12984846643367523
llama3.2:3b,NIG36383,S,S,0.83,"{""V"": 0.04, ""B"": 0.03, ""E"": 0.02, ""P"": 0.01, ""R"": 0.05, ""S"": 0.85}",,2.07,Police Forces of Nigeria (2023-),"On 12 January 2024, the Nigerian police arrested a Kaduna militia's kingpin around the Abuja-Kaduna Road flyover by Rido Junction, coded to Rido (Chikun, Kaduna). The kingpin was responsible for many high-profile attacks and abductions in the area. The police recovered forty- eight AK-47 rifles from him.",0.5107526881720446,0.83,0.1389148930938021,0.1375326668128022,0.13616419391309453,0.13480933754624874,0.14031101097987414,0.31226789765386587
llama3.2:3b,NIG38569,B,B,0.95,"{""V"": 0.02, ""B"": 0.95, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.0}",,2.34,Military Forces of Nigeria (2023-),"On 17 September 2024, the Nigerian troops clashed with a Kaduna militia, killing two in an ambush at Hayin Nakwakina village in Giwa LGA, coded to Hayin Kanwa (Giwa, Kaduna). The troops recovered two motorcycles, a mobile phone, and machetes.",0.7864406779661017,0.9499999999999998,0.13360308058636017,0.33861823390414764,0.1322737077229026,0.1322737077229026,0.1322737077229026,0.13095756234044575
llama3.2:3b,NIG20519,P,P,0.99,"{""V"": 0.01, ""B"": 0.01, ""E"": 0.0, ""P"": 0.99, ""R"": 0.02, ""S"": 0.77}",,1.96,Protesters (Nigeria),"On 22 April 2021, the Osun Chapter of the Nigerian Bar Association with the Judiciary Staff Union of Nigeria staged protest marches on major roads and at the Governor's Office in Oshogbo (Osogbo LGA, Ogun) to demand for the autonomy of the judiciary and legislature.",0.7864406779661017,0.99,0.11359979917525441,0.11359979917525441,0.1124694622873995,0.30268169399443484,0.11474149613769365,0.24290774922966057
llama3.2:3b,NIG22612,V,R,0.83,"{""V"": 0.07, ""B"": 0.01, ""E"": 0.02, ""P"": 0.01, ""R"": 0.83, ""S"": 0.08}",,1.9,Zamfara Communal Militia (Nigeria),"On 14 November 2021, members of a Zamfara militia numbering up to a hundred attacked Kwarin Mai Saje (Tsafe, Gusau), coded as Tsafe, raped an unspecified number of women, abducted six persons and looted valuables. The attack was a punitive measure on the village over its failure to pay a levy imposed by the militia.",0.5107526881720446,0.83,0.14320318559654507,0.1348636812911089,0.13621908382167053,0.1348636812911089,0.30620796646048487,0.1446424015387755
llama3.2:3b,NIG36868,B,B,0.83,"{""V"": 0.03, ""B"": 0.83, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.01}",,1.89,Military Forces of Nigeria (2023-),"Around 21 June 2024 (as reported), Nigerian troops, hunters and KSVS clashed with a Kogi militia at a ransom collection point in the Okunran Okoloke area, coded to Okoloke (Yagba West, Kogi). The troops killed one of the militiamen and recovered an AK-47 rifle with a magazine containing 15 rounds of 7.62 mm (Special) ammunition and one motorcycle.",0.5107526881720446,0.83,0.13993185499998628,0.31142407050234283,0.13716101862433983,0.13716101862433983,0.13716101862433983,0.13716101862433983
llama3.2:3b,NIG35481,B,B,0.99,"{""V"": 0.01, ""B"": 0.99, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",,1.93,Military Forces of Nigeria (2023-),"On 10 March 2024, military forces together with hybrid forces, coded as Civilian JTF engaged Boko Haram/ ISWAP militants in an armed clash at their enclave at Ukuba in Sambisa Forest Reserve (Gwoza, Borno). 8 militants were killed, 5 locally fabricated guns, two motorcycles and assorted food items were recovered by the troops.",0.7864406779661017,0.99,0.13115346521695664,0.3494526690479928,0.12984846643367523,0.12984846643367523,0.12984846643367523,0.12984846643367523
llama3.2:3b,NIG29019,P,P,0.99,"{""V"": 0.01, ""B"": 0.01, ""E"": 0.0, ""P"": 0.99, ""R"": 0.02, ""S"": 0.01}",,2.21,Protesters (Nigeria),"On 7 December 2022, members of the Kaduna state chapter of ARPON protested at the Kaduna state police command (Kaduna North, Kaduna) to demand that the National Assembly urgently pass the two police bills that are before the house in order to address the challenges faced by its members.",0.7864406779661017,0.99,0.1304706976276547,0.1304706976276547,0.12917249249539753,0.34763346468289014,0.1317819499384006,0.1304706976276547
llama3.2:3b,NIG16121,B,S,0.83,"{""V"": 0.04, ""B"": 0.03, ""E"": 0.02, ""P"": 0.01, ""R"": 0.04, ""S"": 0.83}",,2.15,Military Forces of Nigeria (2015-2023),"On 20 January 2020, Nigerian Armed Forces, Cameroon Armed Forces and Civilian JTF clashed with Boko Haram (JAS) at Abbaram. Other villages include Nguzuwa and Cina (Bama LGA, Borno, no locations found coded as Bama (Borno, Bama)). 5 BH fighters were killed and abducted civilians rescued. Fatalities split between 2 events.",0.5107526881720446,0.83,0.13997583102263877,0.13858304823286516,0.13720412386340108,0.1358389200206605,0.13997583102263877,0.3084222458374871
llama3.2:3b,NIG38088,V,V,0.95,"{""V"": 0.95, ""B"": 0.01, ""E"": 0.02, ""P"": 0.01, ""R"": 0.01, ""S"": 0.0}",,2.41,Katsina Communal Militia (Nigeria),"On 24 July 2024, a Katsina militia attacked and killed two people in Godiya village, coded as Ruwan Godiya (Faskari, Katsina). An unspecified number of others were injured and abducted.",0.7864406779661017,0.9499999999999998,0.33861823390414764,0.1322737077229026,0.13360308058636017,0.1322737077229026,0.1322737077229026,0.13095756234044575
llama3.2:3b,NIG22187,V,E,0.98,"{""V"": 0.01, ""B"": 0.02, ""E"": 0.97, ""P"": 0.0, ""R"": 0.01, ""S"": 0.0}",,2.01,Unidentified Armed Group (Nigeria),"On 4 October 2021, unidentified armed men shot sporadically while enforcing a sit at home order in Owerri (Owerri Municipal, Imo). Casualties unknown. Police sources denied reports of the attack.",0.7864406779661017,0.98,0.13154698996565362,0.1328690591942278,0.3435608097827238,0.13023807554569886,0.13154698996565362,0.13023807554569886
llama3.2:3b,NIG34305,B,S,0.83,"{""V"": 0.04, ""B"": 0.02, ""E"": 0.01, ""P"": 0.01, ""R"": 0.03, ""S"": 0.87}",,2.38,Unidentified Armed Group (Nigeria),"On 18 December 2023, an unidentified armed group killed the police orderly of a high court judge, then proceeded to abduct the judge and her driver as they were traveling along Okobo axis of Oron-Uyo road (Oron, Akwa Ibom). The assailants had posed as a local defense militia on the road. The abductees were released on 23 December, there are no reports on ransom payment.",0.5107526881720446,0.83,0.13880294067335258,0.13605445829909646,0.13470069381985356,0.13470069381985356,0.13742182833754837,0.31831938504997703
llama3.2:3b,NIG38025,P,P,0.99,"{""V"": 0.01, ""B"": 0.01, ""E"": 0.0, ""P"": 0.99, ""R"": 0.02, ""S"": 0.01}",,2.14,Protesters (Nigeria),"On 6 August 2024, protesters marched, in their large number, to the residence of the former Governor of Rivers State and Minister of the Federal Capital Territory in Port Harcourt (Port Harcourt, Rivers). They displayed placards with various inscriptions decrying the high cost of living and alleged bad governance in Nigeria.",0.7864406779661017,0.99,0.1304706976276547,0.1304706976276547,0.12917249249539753,0.34763346468289014,0.1317819499384006,0.1304706976276547
llama3.2:3b,NIG34649,E,E,0.99,"{""V"": 0.01, ""B"": 0.02, ""E"": 0.97, ""P"": 0.0, ""R"": 0.01, ""S"": 0.0}",,2.21,Islamic State West Africa Province (ISWAP),"On 14 January 2024, ISWAP claimed to have fired two mortal shells at the Nigerian Army's position in Nduva (Damboa, Borno). There were no fatalities.",0.7864406779661017,0.99,0.13154698996565362,0.1328690591942278,0.3435608097827238,0.13023807554569886,0.13154698996565362,0.13023807554569886
llama3.2:3b,NIG25857,V,S,0.83,"{""V"": 0.04, ""B"": 0.02, ""E"": 0.01, ""P"": 0.01, ""R"": 0.03, ""S"": 0.87}",,2.29,Unidentified Armed Group (Nigeria),"On 29 July 2022, an unidentified armed group abducted a gold miner and his driver along Ilesa-Oshogbo (Osogbo, Osun). A ransom of 100 million naira was demanded for the miner, the victims were released around 8 August after 20 million naira was paid as ransom.",0.5107526881720446,0.83,0.13880294067335258,0.13605445829909646,0.13470069381985356,0.13470069381985356,0.13742182833754837,0.31831938504997703
llama3.2:3b,NIG21924,B,B,0.99,"{""V"": 0.01, ""B"": 0.99, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",,2.15,Unidentified Armed Group (Nigeria),"On 9 September 2021, gunmen engaged police officers in an armed clash that led to the killing of three police officers and the abduction of an unspecified number of expatriates in Akukutoru LGA (Rivers) coded as Abonnema. The abducted expatriates were released around 4 October.",0.7864406779661017,0.99,0.13115346521695664,0.3494526690479928,0.12984846643367523,0.12984846643367523,0.12984846643367523,0.12984846643367523
llama3.2:3b,NIG35468,V,S,0.83,"{""V"": 0.04, ""B"": 0.02, ""E"": 0.01, ""P"": 0.01, ""R"": 0.03, ""S"": 0.87}",,2.32,Unidentified Armed Group (Nigeria),"On 10 March 2024, an unidentified armed group numbering six abducted a Chinese national from a guest house around Eyenkorin in Ilorin (Ilorin West, Kwara) where he was lodged. The police claimed to have arrested three suspects in connection with the abduction. The abductee was rescued on 19 March by operatives of the state police command (there are no further details on ransom payment or a clash).",0.5107526881720446,0.83,0.13880294067335258,0.13605445829909646,0.13470069381985356,0.13470069381985356,0.13742182833754837,0.31831938504997703
llama3.2:3b,NIG23775,E,S,0.83,"{""V"": 0.04, ""B"": 0.03, ""E"": 0.02, ""P"": 0.01, ""R"": 0.04, ""S"": 0.83}",,2.14,Military Forces of Nigeria (2015-2023),"Around 13 February 2022 (as reported), Nigerian troops carried out airstrikes against ISWAP camps in Tumbun Kaiyowa (Abadan, Borno), Tumbun Madayi, Tumbun Allura, Parisu and Njimia [coded separately]. Five militant leaders were killed in the strikes across the locations, five fatalities split across five events, coded as 1.",0.5107526881720446,0.83,0.13997583102263877,0.13858304823286516,0.13720412386340108,0.1358389200206605,0.13997583102263877,0.3084222458374871
llama3.2:3b,NIG27039,B,E,0.96,"{""V"": 0.02, ""B"": 0.01, ""E"": 0.96, ""P"": 0.0, ""R"": 0.01, ""S"": 0.0}",,2.31,Police Forces of Nigeria (2015-2023),"On 13 May 2021, an unidentified armed group attacked Moniokoro police station Rumuola (Obio, Rivers). Casualties unknown.",0.7864406779661017,0.96,0.13332482841020543,0.13199822420216023,0.34130908333206444,0.13068481992653416,0.13199822420216023,0.13068481992653416
llama3.2:3b,NIG32699,V,S,0.83,"{""V"": 0.03, ""B"": 0.02, ""E"": 0.01, ""P"": 0.01, ""R"": 0.04, ""S"": 0.83}",,1.95,Zamfara Communal Militia (Nigeria),"On 9 September 2023, a Zamfara militia abducted over 50 civilians around Darita forest while they were on transit to Bagega (Anka, Zamfara) for the weekly market. One of the abductees who escaped claimed that the militiamen were followers of Halilu Buzu and that the abduction was a response to the government's closure of the Bagega cattle market.",0.5107526881720446,0.83,0.13915873553692928,0.13777408298308128,0.1364032079523437,0.1364032079523437,0.14055730408029699,0.3097034614946953
llama3.2:3b,NIG29483,E,V,0.95,"{""V"": 0.95, ""B"": 0.01, ""E"": 0.02, ""P"": 0.01, ""R"": 0.01, ""S"": 0.0}",,1.91,Military Forces of Nigeria (2015-2023),"On 7 July 2022, the Nigerian Airforce accidentally killed one person and injured 13 others in an air strike targeting some camps of militiamen in Kunkuna (Safana, Katsina). 1 fatality reported.",0.7864406779661017,0.9499999999999998,0.33861823390414764,0.1322737077229026,0.13360308058636017,0.1322737077229026,0.1322737077229026,0.13095756234044575
llama3.2:3b,NIG25991,B,B,0.99,"{""V"": 0.01, ""B"": 0.99, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",,2.37,Military Forces of Nigeria (2015-2023),"On 3 September 2022, Nigerian troops on a fighting patrol clashed with a Kaduna militia at Farin-Ruwa (Birnin Gwari, Kaduna), Dogon Dawa-Kuyelo and Sabon Birni [coded separately]. Three militiamen were killed, two rifles, nine magazines, seven Boafeng communication radio and other items were recovered by the troops. 3 fatalities split across 3 events coded as 1.",0.7864406779661017,0.99,0.13115346521695664,0.3494526690479928,0.12984846643367523,0.12984846643367523,0.12984846643367523,0.12984846643367523
llama3.2:3b,NIG26004,V,V,0.92,"{""V"": 0.92, ""B"": 0.01, ""E"": 0.002, ""P"": 0.001, ""R"": 0.003, ""S"": 0.001}",,2.07,Kaduna Communal Militia (Nigeria),"On 6 September 2022, a Kaduna militia attacked civilians when they invaded Katun Gida in Idon (Kajuru, Kaduna) and shot sporadically. Two persons who were siblings were killed, 13 others were abducted; three of whom escaped, one other man was released by the abductors to tend to his sick wife.",0.7864406779661017,0.92,0.3334007899804055,0.13420189427906395,0.13313256215642058,0.132999496138362,0.1332657613070524,0.132999496138362
llama3.2:3b,NIG19278,P,P,0.99,"{""V"": 0.01, ""B"": 0.01, ""E"": 0.0, ""P"": 0.99, ""R"": 0.02, ""S"": 0.01}",,2.23,Protesters (Nigeria),"On 17 December 2020, members of the Coalition of Northern Groups (CNG) staged a demonstration in Katsina State to demand that the government rescue hundreds of male schoolboys kidnapped from Government Science Secondary School in Kankara.",0.7864406779661017,0.99,0.1304706976276547,0.1304706976276547,0.12917249249539753,0.34763346468289014,0.1317819499384006,0.1304706976276547
