model,prob_col,threshold,accepted,coverage,correct,accuracy,total_valid
llama3.2:3b,pred_conf_iso,0.8,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.9,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.95,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.99,0,0.0,0,,200
olmo2:7b,pred_conf_iso,0.0,200,1.0,155,0.775,200
olmo2:7b,pred_conf_iso,0.1,200,1.0,155,0.775,200
olmo2:7b,pred_conf_iso,0.2,200,1.0,155,0.775,200
olmo2:7b,pred_conf_iso,0.3,200,1.0,155,0.775,200
olmo2:7b,pred_conf_iso,0.4,200,1.0,155,0.775,200
olmo2:7b,pred_conf_iso,0.5,200,1.0,155,0.775,200
olmo2:7b,pred_conf_iso,0.6,176,0.88,141,0.801,200
olmo2:7b,pred_conf_iso,0.7,176,0.88,141,0.801,200
olmo2:7b,pred_conf_iso,0.8,2,0.01,2,1.0,200
olmo2:7b,pred_conf_iso,0.9,0,0.0,0,,200
olmo2:7b,pred_conf_iso,0.95,0,0.0,0,,200
olmo2:7b,pred_conf_iso,0.99,0,0.0,0,,200
mistral:7b,pred_conf_iso,0.0,200,1.0,162,0.81,200
mistral:7b,pred_conf_iso,0.1,200,1.0,162,0.81,200
mistral:7b,pred_conf_iso,0.2,200,1.0,162,0.81,200
mistral:7b,pred_conf_iso,0.3,200,1.0,162,0.81,200
mistral:7b,pred_conf_iso,0.4,200,1.0,162,0.81,200
mistral:7b,pred_conf_iso,0.5,200,1.0,162,0.81,200
mistral:7b,pred_conf_iso,0.6,195,0.975,159,0.815,200
mistral:7b,pred_conf_iso,0.7,173,0.865,142,0.821,200
mistral:7b,pred_conf_iso,0.8,0,0.0,0,,200
mistral:7b,pred_conf_iso,0.9,0,0.0,0,,200
mistral:7b,pred_conf_iso,0.95,0,0.0,0,,200
mistral:7b,pred_conf_iso,0.99,0,0.0,0,,200
gemma3:4b,pred_conf_iso,0.0,200,1.0,167,0.835,200
gemma3:4b,pred_conf_iso,0.1,200,1.0,167,0.835,200
gemma3:4b,pred_conf_iso,0.2,200,1.0,167,0.835,200
gemma3:4b,pred_conf_iso,0.3,200,1.0,167,0.835,200
gemma3:4b,pred_conf_iso,0.4,200,1.0,167,0.835,200
gemma3:4b,pred_conf_iso,0.5,200,1.0,167,0.835,200
gemma3:4b,pred_conf_iso,0.6,200,1.0,167,0.835,200
gemma3:4b,pred_conf_iso,0.7,195,0.975,164,0.841,200
gemma3:4b,pred_conf_iso,0.8,195,0.975,164,0.841,200
gemma3:4b,pred_conf_iso,0.9,15,0.075,13,0.867,200
gemma3:4b,pred_conf_iso,0.95,0,0.0,0,,200
gemma3:4b,pred_conf_iso,0.99,0,0.0,0,,200
llama3.2:3b,pred_conf_temp,0.0,200,1.0,135,0.675,200
llama3.2:3b,pred_conf_temp,0.1,199,0.995,134,0.673,200
llama3.2:3b,pred_conf_temp,0.2,199,0.995,134,0.673,200
llama3.2:3b,pred_conf_temp,0.3,199,0.995,134,0.673,200
llama3.2:3b,pred_conf_temp,0.4,199,0.995,134,0.673,200
llama3.2:3b,pred_conf_temp,0.5,199,0.995,134,0.673,200
llama3.2:3b,pred_conf_temp,0.6,199,0.995,134,0.673,200
llama3.2:3b,pred_conf_temp,0.7,198,0.99,134,0.677,200
llama3.2:3b,pred_conf_temp,0.8,198,0.99,134,0.677,200
llama3.2:3b,pred_conf_temp,0.9,185,0.925,128,0.692,200
llama3.2:3b,pred_conf_temp,0.95,53,0.265,27,0.509,200
llama3.2:3b,pred_conf_temp,0.99,46,0.23,22,0.478,200
olmo2:7b,pred_conf_temp,0.0,200,1.0,155,0.775,200
olmo2:7b,pred_conf_temp,0.1,200,1.0,155,0.775,200
olmo2:7b,pred_conf_temp,0.2,200,1.0,155,0.775,200
olmo2:7b,pred_conf_temp,0.3,200,1.0,155,0.775,200
olmo2:7b,pred_conf_temp,0.4,200,1.0,155,0.775,200
olmo2:7b,pred_conf_temp,0.5,200,1.0,155,0.775,200
olmo2:7b,pred_conf_temp,0.6,200,1.0,155,0.775,200
olmo2:7b,pred_conf_temp,0.7,200,1.0,155,0.775,200
olmo2:7b,pred_conf_temp,0.8,200,1.0,155,0.775,200
olmo2:7b,pred_conf_temp,0.9,176,0.88,141,0.801,200
olmo2:7b,pred_conf_temp,0.95,2,0.01,2,1.0,200
olmo2:7b,pred_conf_temp,0.99,2,0.01,2,1.0,200
mistral:7b,pred_conf_temp,0.0,200,1.0,162,0.81,200
mistral:7b,pred_conf_temp,0.1,200,1.0,162,0.81,200
mistral:7b,pred_conf_temp,0.2,200,1.0,162,0.81,200
mistral:7b,pred_conf_temp,0.3,200,1.0,162,0.81,200
mistral:7b,pred_conf_temp,0.4,200,1.0,162,0.81,200
mistral:7b,pred_conf_temp,0.5,200,1.0,162,0.81,200
mistral:7b,pred_conf_temp,0.6,200,1.0,162,0.81,200
mistral:7b,pred_conf_temp,0.7,200,1.0,162,0.81,200
mistral:7b,pred_conf_temp,0.8,193,0.965,157,0.813,200
mistral:7b,pred_conf_temp,0.9,173,0.865,142,0.821,200
mistral:7b,pred_conf_temp,0.95,7,0.035,6,0.857,200
mistral:7b,pred_conf_temp,0.99,0,0.0,0,,200
gemma3:4b,pred_conf_temp,0.0,200,1.0,167,0.835,200
gemma3:4b,pred_conf_temp,0.1,200,1.0,167,0.835,200
gemma3:4b,pred_conf_temp,0.2,200,1.0,167,0.835,200
gemma3:4b,pred_conf_temp,0.3,200,1.0,167,0.835,200
gemma3:4b,pred_conf_temp,0.4,200,1.0,167,0.835,200
gemma3:4b,pred_conf_temp,0.5,200,1.0,167,0.835,200
gemma3:4b,pred_conf_temp,0.6,200,1.0,167,0.835,200
gemma3:4b,pred_conf_temp,0.7,200,1.0,167,0.835,200
gemma3:4b,pred_conf_temp,0.8,196,0.98,164,0.837,200
gemma3:4b,pred_conf_temp,0.9,11,0.055,10,0.909,200
gemma3:4b,pred_conf_temp,0.95,0,0.0,0,,200
gemma3:4b,pred_conf_temp,0.99,0,0.0,0,,200
