event_id,true_label,actor_norm,notes,pred_label_acled-small-llm-ft:v1,pred_label_conflibert_finetuned_acled_v1_seed42,pred_label_gemma3:4b,pred_label_llama3.2:3b,pred_label_mistral:7b,pred_label_olmo2:7b,pred_prob_acled-small-llm-ft:v1,pred_prob_conflibert_finetuned_acled_v1_seed42,pred_prob_gemma3:4b,pred_prob_llama3.2:3b,pred_prob_mistral:7b,pred_prob_olmo2:7b,disagreement_count,max_confidence,ambiguity_score,ambiguity_tier,eas_label_entropy,eas_conf_uncertainty,eas_conf_dispersion,eas_text_ambiguity
CAO8295,S,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"Defusal: Around 27 December 2023 (as reported), the military forces (Rapid Intervention) defused an IED that was planted by an unidentified armed group on the road in Kumba (Ekondo Titi, Ndian, Sud-Ouest).",S,S,E,E,E,E,0.999999999999,0.9999512434005736,0.9499999999999998,0.999999999999,0.999999999999,0.8999999999999999,2,0.999999999999,0.1792,Low,0.3552,0.025,0.0764,0.1667
CAO4198,V,Ambazonian Separatists (Cameroon),"On 7 January 2021, suspected Ambazonian separatists kidnapped between 6 and 7 students in Mulang neighborhood of Bamenda town (Mezam, Nord-Ouest).",V,V,V,V,V,P,0.999999999999,0.9999874830245972,0.9499999999999998,0.999999999999,0.9499999999999998,0.85,2,0.999999999999,0.1198,Low,0.2515,0.0417,0.1067,0.0
CAO12441,V,Military Forces of Cameroon (1982-),"Around 28 July 2023 (as reported), state security forces shot and killed two Ambazonian Separatists in Kumbo commune, coded to Kumbo (Bui, Nord-Ouest) whom they had captured on 28 July (coded separately).",V,V,V,V,B,V,0.999999999999,0.9999215602874756,0.85,0.999999999999,0.85,0.8,2,0.999999999999,0.1428,Low,0.2515,0.0833,0.1699,0.0
CAO8757,S,Unidentified Armed Group (Cameroon),"Looting: Around 17 March 2024 (as reported), an unidentified armed group suspected of being ISWAP or Boko Haram militants looted food items, clothing and 1 bicycle in Ganse (Kolofata, Mayo-Sava, Extreme-Nord).",S,S,V,V,V,V,0.999999999999,0.9999959468841552,0.85,0.999999999999,0.9499999999999998,0.8,2,0.999999999999,0.2563,Low,0.3552,0.0667,0.1599,0.4167
CAO14603,V,Ambazonian Separatists (Cameroon),"On 30 June 2024, Ambazonian Separatists beat and injured a commercial motorbike driver and abducted 4 suspected government officials in Bambui (Tubah, Mezam, Nord-Ouest). The Separatists looted the motorbike from the commercial motorbike driver and used it to transport the abducted. The motorbike was later found abandoned and recovered by the military forces.",V,V,V,V,B,V,0.999999999999,0.9995397329330444,0.85,0.999999999999,0.8999999999999999,0.8999999999999999,2,0.999999999999,0.1269,Low,0.2515,0.0584,0.1212,0.0
CAO13869,R,Rioters (Cameroon),"Around 29 June 2024 (as reported), youth from Ndoumba Kanda clashed with Belabo youths, coded to Belabo (Belabo, Lom-et-Djerem, Est) during a wake for unknown reasons. Casualties unknown.",R,R,R,B,R,P,0.999999999999,0.999991536140442,0.85,0.8999999999999999,0.75,0.8,3,0.999999999999,0.2363,Low,0.4842,0.1167,0.1886,0.0
CAO7298,V,Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 15 May 2023, ISWAP or Boko Haram militants abducted 2 herders in Zigague (Waza, Logone-et-Chari, Extreme-Nord) and stole a head of oxen. The herders and the oxen were freed when the militants spotted the security forces who had been following them.",V,V,V,V,V,B,0.999999999999,0.999971866607666,0.9499999999999998,0.999999999999,0.9499999999999998,0.85,2,0.999999999999,0.1198,Low,0.2515,0.0417,0.1067,0.0
CAO12794,S,Military Forces of Cameroon (1982-),"Property destruction: On 18 March 2022, suspected military forces burnt down 2 shops in Ndop (Ndop, Ngo-Ketunjia, Nord-Ouest) for failing to open their stores on Mondays. The Ambazonian Separatist fighters had imposed lockdown Mondays.",S,S,V,R,R,P,0.999999999999,0.9999977350234984,0.9499999999999998,0.8999999999999999,0.9499999999999998,0.8,4,0.999999999999,0.3039,Medium,0.7421,0.0667,0.1374,0.0
CAO2846,B,Military Forces of Cameroon (1982-),"On 14 January 2020, the military forces engaged in a fire fight with Ambazonian separatists in Peng village, Tombel subdivision (Kupe-Manenguba, Sud-Ouest) [coded: Tombel]. Two civilians were killed after they were reportedly flagged as Ambazonian fighters.",B,B,V,B,B,B,0.999999999999,0.9999113082885744,0.85,0.999999999999,0.8999999999999999,0.85,2,0.999999999999,0.1572,Low,0.2515,0.0667,0.1374,0.125
CAO4930,V,Ambazonian Separatists (Cameroon),"On 21 November 2020, Ambazonian separatists kidnapped a retired military officer from his home in Mankon town, Bamenda 2 subdivision (Bamenda - Mankon, Mezam, Nord-Ouest).",V,V,V,V,R,P,0.999999999999,0.9999908208847048,0.9499999999999998,0.999999999999,0.85,0.85,3,0.999999999999,0.2109,Low,0.4842,0.0583,0.1344,0.0
