model,event_id,true_label,pred_label,pred_conf,logits,notes,latency_sec,actor_norm,reasoning
conflibert,CAO9138,S,B,0.6252327561378479,"[0.6252327561378479, 0.3747672438621521]","Property destruction: On 25 May 2022, suspected Ambazonian Separatist fighters fired several gunshots in the air in Weme (Konye, Meme, Sud-Ouest). There were no fatalities. The separatists set fire to a bike because the owner was using the bike during the separatist-imposed curfew hour.",0.001,Ambazonian Separatists (Cameroon),
conflibert,CAO8357,B,B,0.5349084734916687,"[0.5349084734916687, 0.4650915265083313]","On 7 January 2024, Boko Haram (JAS) (likely) militants clashed with the military forces at the military outpost in Zamga (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord). There were no fatalities. After the militants had withdrawn, the military forces conducted a sweep uncovering 3 IEDs along the road to Assighassia and Djibrili.",0.001,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,
conflibert,CAO3692,B,B,0.5256842970848083,"[0.5256842970848083, 0.47431570291519165]","On 22 September 2020, the military forces killed 4 suspected Ambazonian separatists in Ngongham neighbourhood of Bamenda town (Mezam, Nord-ouest). (5 fatalities according to Cameroon News Agency). The military forces also engaged in fire fight with Ambazonian separatists in Ntankah area of Bamenda town the same day. No fatality and/or casualty reported in that area.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO10565,V,B,0.5536075830459595,"[0.5536075830459595, 0.44639238715171814]","On 2 May 2023, Ambazonian Separatists from the Restoration Forces kidnapped a high-profile government civilian (Deputy Mayor of Mamfe Council) at Mbakwa Supe (Konye, Meme, Sud-Ouest). The perpetrators released the victim shortly after receiving an unspecified amount of money as a ransom. The perpetrators also extorted money and other valuable things from other passengers whom they found in the vicinity during the abduction.",0.001,Ambazonian Separatists (Cameroon),
conflibert,CAO9183,B,E,0.5052552819252014,"[0.4947446882724762, 0.5052552819252014]","On 21 February 2023, the state forces, coded as the military forces shot and killed an Ambazonian Separatist at a petrol station in Ndop (Ndop, Ngo-Ketunjia, Nord-Ouest). The military forces arrested him at a checkpoint in Bamunka where he had extorted money from civilians.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO13396,B,B,0.5043044090270996,"[0.5043044090270996, 0.4956955909729004]","On 6 April 2024, security forces, coded as the military forces clashed with the Ambazonian Separatists from the ADF at an illegal checkpoint in Kobenyang, coded to Mbengwi (Mbengwi, Momo, Nord-Ouest). 1 Separatist was killed and 1 civilian was injured by a stray bullet.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO3758,V,B,0.5282727479934692,"[0.5282727479934692, 0.47172725200653076]","Around 11 October 2020 (as reported), Ambazonian separatists kidnapped 3 Mbororo ethnic men in Ngarbuh village, near Nkambe (Donga-Mantung, Nord-Ouest). They are suspected to be involved in the killing of a separatist fighter on October 10.",0.001,Ambazonian Separatists (Cameroon),
conflibert,CAO11352,B,B,0.5274854898452759,"[0.5274854898452759, 0.47251448035240173]","On 7 November 2023, the army's Rapid Intervention Battalion engaged in gunfire with Ambazonian Separatists in Ndu (Ndu, Donga-Mantung, Nord-Ouest). No casualties.",0.001,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,
conflibert,CAO3193,B,B,0.5465646982192993,"[0.5465646982192993, 0.4534353017807007]","On 18 April 2020, the military's rapid intervention battalion engaged in a fire fight with Ambazonian separatists in Oku village, Belo subdivision (Boyo, Nord-Ouest). Some separatists were killed. Some fatalities coded as 3.",0.001,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,
conflibert,CAO3731,V,B,0.5418102741241455,"[0.5418102741241455, 0.4581896960735321]","On 2 October 2020, police officers severely beat up and injured two taxi drivers in Sandpit neighborhood of Buea town (Fako, Sud-Ouest) for attempting to prevent them from collecting 5000 CFA 'bribes' from divers.",0.001,Police Forces of Cameroon (1982-),
conflibert,CAO6043,S,B,0.6630325317382812,"[0.6630325317382812, 0.33696749806404114]","Looting: On 24 April 2022, Boko Haram elements looted goods and burned a church in the village of Bargaram (Hile-Alifa, Logone-et-Chari, Extreme-Nord).",0.001,Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,
conflibert,CAO7698,S,B,0.5423469543457031,"[0.5423469543457031, 0.45765310525894165]","Looting: On 15 August 2023, Boko Haram (JAS) (likely) militants looted civilian residents in Sandawadjiri (Kolofata, Mayo-Sava, Extreme-Nord). The militants stole two motorbikes, food items, clothing and other valuables.",0.001,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,
conflibert,CAO7826,S,B,0.5022000074386597,"[0.5022000074386597, 0.4978000223636627]","On 20 September 2023, 10 suspected members of Boko Haram (JAS) (likely) militants, including a man, 4 women, 3 girls and 2 boys surrendered to the security forces in Amchide (Kolofata, Mayo-Sava, Extreme-Nord). All are Cameroonian nationals.",0.001,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,
conflibert,CAO13380,B,B,0.5033010840415955,"[0.5033010840415955, 0.49669894576072693]","On 4 April 2024, the security forces, coded as the military forces shot and killed an unknown Separatist commander at the market in Agyati (Bafut, Mezam, Nord-Ouest). The Separatist tried to escape leading to the military forces shooting him. He died of his injuries.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO15779,V,B,0.5307943224906921,"[0.5307943224906921, 0.46920567750930786]","On 5 October 2024, the military forces from the Rapid Intervention beat and injured 5 civilians (2 women and 3 men) at their private residence in Diche II (Widikum, Momo, Nord-Ouest) after a failed military operation to arrest an Ambazonian Separatists. The military forces also broke into the private residence and destroyed a herbalist's property.",0.001,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,
conflibert,CAO12389,V,B,0.5118318796157837,"[0.5118318796157837, 0.4881681501865387]","On 3 September 2023, Ambazonian Separatists killed two teachers, whom they had abducted, in Mbessa (Boyo, Nord-Ouest). They were accused of attending a meeting to plan for the resumption of school in Belo commune. The bodies of the teachers were given to their families to bury.",0.001,Ambazonian Separatists (Cameroon),
conflibert,CAO15728,S,B,0.5041707158088684,"[0.5041707158088684, 0.4958292543888092]","On 29 September 2024, the military forces from the Rapid Intervention arrested some 150 civilians in Bamenda (Bamenda 3, Mezam, Nord-Ouest) during a military operation to dislodge Separatist hideouts. The military forces extorted an unspecified amount of money from some civilians to have their immediate release. Over 50 motorbikes were also confiscated.",0.001,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,
conflibert,CAO4504,B,B,0.5431839227676392,"[0.5431839227676392, 0.45681607723236084]","On 26 March 2021, the army's rapid intervention battalion engaged in fire fights with Ambazonian separatists in Kumbo town, Jakiri subdivision (Bui, Nord-Ouest). 4 separatists were killed, and several others injured.",0.001,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,
conflibert,CAO10533,B,B,0.5685572028160095,"[0.5685572028160095, 0.43144282698631287]","On 9 October 2022, state security forces, coded as military, clashed with Ambazonian Separatists in Acha Tugui (Momo, Nord-Ouest). 2 militants were killed.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO3353,V,B,0.5389487743377686,"[0.5389487743377686, 0.46105125546455383]","On 8 June 2020, Boko Haram attacked herders 4 km away from the village of Sagme (Mayo-Sava, Extreme-Nord), killing one and injuring another. They took away sheep.",0.001,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,
conflibert,CAO15644,V,B,0.5568499565124512,"[0.5568499565124512, 0.44315001368522644]","On 26 September 2024, Ambazonian Separatists riding on motorbikes abducted 3 students who were on their way to school along a tertiary road in the Menteh, Mile 4 neighborhood in Bamenda - Nkwen (Bamenda 3, Mezam, Nord-Ouest). The Separatists accused the students of not complying with the Separatists-imposed school resumption 2 October 2024.",0.001,Ambazonian Separatists (Cameroon),
conflibert,CAO13239,S,B,0.6482124924659729,"[0.6482124924659729, 0.3517875075340271]","Looting: Around 25 April 2024 (as reported), Boko Haram (JAS) (likely) militants looted 3 bicycles and clothing in Blamari neighborhood in Limani (Mora, Mayo-Sava, Extreme-Nord).",0.001,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,
conflibert,CAO3498,V,B,0.5784295201301575,"[0.5784295201301575, 0.42157045006752014]","On 21 July 2020, military forces opened fire around a food market in Bamenda town (Mezam, Nord-Ouest). One person was reportedly killed and property destroyed.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO13669,B,B,0.5608980655670166,"[0.5608980655670166, 0.4391019344329834]","On 15 April 2024, security forces, coded as the military forces, clashed with the Ambazonian Separatists from the Restoration forces faction along a secondary road in Likoko (Muyuka, Fako, Sud-Ouest). 2 Separatists were killed. No information on the injuries.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO2838,V,E,0.5207676887512207,"[0.4792322814464569, 0.5207676887512207]","On 13 January 2020, military forces attacked the village of Ngemsibaa, in Oku subdivision (Boyo, Nord-Ouest) [coded: Oku], and burnt houses. No fatality and/or casualty reported.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO9823,B,B,0.5305789709091187,"[0.5305789709091187, 0.4694210886955261]","On 20 November 2022, military forces ambushed and clashed with Ambazonian Separatists, including members of the ADF, at an informal checkpoint they set up in Teke, Kumba 2 commune, coded to Matoh (Meme, Sud-Ouest). The fighters retreated, abandoning a bike they had seized from a civilian which the military then burned. No casualties.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO8055,S,B,0.607804536819458,"[0.607804536819458, 0.3921954333782196]","Property destruction: On 29 October 2023, suspected Boko Haram (JAS) (likely) militants destroyed motor pumps in civilian farms in Yamgazawa (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord).",0.001,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,
conflibert,CAO8924,B,B,0.5418058037757874,"[0.5418058037757874, 0.45819416642189026]","On 29 May 2022, the military forces in a joint operation with the self-defense militia (COVI) ambushed Ambazonian Separatist fighter at a checkpoint in Ngarum (Ndu, Donga-Mantung, Nord-Ouest). 1 separatist was killed.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO14724,B,B,0.5024974346160889,"[0.5024974346160889, 0.49750256538391113]","On 26 August 2024, the military forces from Cameroon clashed with the military forces from Chad at the military barracks in Darak (Darak, Logone-et-Chari, Extreme-Nord) during a joint military operation in the Lake Chad area. There were no fatalities. 1 unidentified soldier was injured.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO5534,S,B,0.6219988465309143,"[0.6219988465309143, 0.3780011534690857]","Movement of forces: On 29 September 2021, residents saw a massive assembling of Boko Haram fighters during the night in Danbore village, 7 kilometers away from Sagme village, Fotokol subdivision (Logone-et-Chari, Extreme-Nord).",0.001,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,
conflibert,CAO15107,V,B,0.5066648721694946,"[0.5066648721694946, 0.493335098028183]","On 23 September 2024, Boko Haram (JAS) (likely) militants shot and killed 1 farmer in Bourvare (Kolofata, Mayo-Sava, Extreme-Nord) while the other farmers escaped without injuries.",0.001,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,
conflibert,CAO12518,S,B,0.5252017378807068,"[0.5252017378807068, 0.4747982621192932]","On 11 May 2023, state security forces (coded as military) detained 34 civilians in Mosongesele (Ndian, Sud-Ouest). They were released 2 hours later.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO3431,E,B,0.5705698132514954,"[0.5705698132514954, 0.42943018674850464]","On 2 July 2020, an IED exploded in Yaounde city (Mfoundi, Centre), injuring at least 4 civilians (around 20 injured, according to other sources). Perpetrators unknown.",0.001,Unidentified Armed Group (Cameroon),
conflibert,CAO7396,V,B,0.5312115550041199,"[0.5312115550041199, 0.4687884449958801]","On 12 June 2023, Boko Haram [JAS] militants attacked Kassa (Ngaoundal, Djerem, Adamaoua). The militants beheaded a man. 2 children are believed to have been abducted. The militants stole items and food.",0.001,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,
conflibert,CAO8686,R,B,0.5248973369598389,"[0.5248973369598389, 0.4751026928424835]","Around 24 March 2024 (month of), youths chased landlords and farmers from their land properties in Mondoli (Limbe 3, Fako, Sud-Ouest). The youths question the ownership of these lands saying they are native land. The youth also set up a toll gate to extort money and products from the farmers.",0.001,Rioters (Cameroon),
conflibert,CAO3374,B,B,0.5381229519844055,"[0.5381229519844055, 0.4618770182132721]","Around 13 June 2020 (between 11 - 15 June), the military forces killed 13 suspected Ambazonian separatists during an operation in 5 villages of Mezam subdivision including Bali (Mezam, Nord-Ouest). Fatalities split between five events.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO6483,V,B,0.5426350235939026,"[0.5426350235939026, 0.4573650062084198]","On 14 August 2022, Boko Haram (JAS) (likely) fighters attacked the village of Ouzal (Koza, Mayo-Tsanaga, Extreme-Nord) wounding 1 person with a machete.",0.001,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,
conflibert,CAO4669,V,E,0.5366382598876953,"[0.4633617401123047, 0.5366382598876953]","Around 15 May 2020 (month of), the military forces raided Njembo village, Mbengwi town, Mbeggwi subdivision (Momo, Nord-Ouest), killing one person.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO5725,V,B,0.5187643766403198,"[0.5187643766403198, 0.4812355637550354]","On 27 October 2021, the military forces alongside Fulani militiamen attacked and killed a 15 year old boy in Ngarbuh village, near Ntamruh, Ndu subdivision (Donga-Mantung, Nord-Ouest). He was accused of collaborating with Ambazonian separatists fighters.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO4522,V,B,0.519910454750061,"[0.519910454750061, 0.48008954524993896]","On 3 April 2021, Boko Haram fighters nightly attacked Makoulde village, Mora subdivision (Mayo-Sava, Extreme-Nord). They killed 2 people, burnt about 10 houses down, and took away cattle and goods.",0.001,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,
conflibert,CAO4773,V,E,0.5128634572029114,"[0.4871365427970886, 0.5128634572029114]","Around 15 September 2020 (month of), the military forces attacked and severely beat up a group of civilians carrying out community work in Mefah-Tembei village, Batibo subdivision (Momo, Nord-Ouest).",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO6135,B,B,0.5220150351524353,"[0.5220150351524353, 0.4779850244522095]","On 1 June 2022, Cameroonian military forces conducted a raid to dislodge Ambazonian Separatists at their hideout and killed two Separatists including one former fighter in Nyikob, coded to Njikwa (Momo, Nord-Ouest). The former fighter had laid down his weapons 2 years prior to his death, three other fighters were arrested.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO4334,B,B,0.5158659815788269,"[0.5158659815788269, 0.4841339886188507]","On 4 February 2021, the military forces engaged in a fire fight with Ambazonian separatists in Mbalangi village (Meme, Sud-Ouest), as they tried to remove a road blockade erected by separatists in order to enforce a lockdown in the area. No fatality and/or casualty reported.",0.001,Ambazonian Separatists (Cameroon),
conflibert,CAO5627,B,B,0.543110191822052,"[0.543110191822052, 0.456889808177948]","Around 24 October 2021 (as reported), the military forces opened fire on BNL fighters who were erecting barricades in Cameroon-Nigeria border area in Bakassi Peninsula, Kombo Abedimo subdivision (Ndian, Sud-Ouest). 2 BNL fighters were killed.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO6430,V,B,0.5030498504638672,"[0.5030498504638672, 0.4969501793384552]","On 3 September 2022, Cameroonian military forces (Rapid Intervention) conducted raids and attacked civilians in Kah, coded to Jakiri (Jakiri, Bui, Nord-Ouest) shooting sporadically leading the death of 3 civilians (a family of 3). Unknown if arrests were made. The purpose of the military operation was to find separatist fighters.",0.001,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,
conflibert,CAO14482,V,B,0.5862616300582886,"[0.5862616300582886, 0.4137383997440338]","On 4 June 2024, an unidentified armed group shot and killed 1 civilian at Mile 18 in Bomaka (Buea, Fako, Sud-Ouest). His body was left by the roadside.",0.001,Unidentified Armed Group (Cameroon),
conflibert,CAO10147,B,E,0.5542888641357422,"[0.4457111358642578, 0.5542888641357422]","On 3 January 2023, state security forces (coded as military) captured and arrested 1 Ambazonian Separatist in Adiemukong, Bafut commune, coded to Bafut (Mezam, Nord-Ouest). Gunshots could be heard, no casualties. It is unclear if the gunshots were an armed confrontation between the two.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO14877,V,B,0.5066264867782593,"[0.5066264867782593, 0.4933735430240631]","On 20 July 2024, Ambazonian Separatists abducted 2 civilians from their private residences in Mbessi Mile 4 in Bamenda - Nkwen (Bamenda 3, Mezam, Nord-Ouest) for an unknown reason.",0.001,Ambazonian Separatists (Cameroon),
conflibert,CAO7647,V,E,0.5434661507606506,"[0.45653384923934937, 0.5434661507606506]","On 30 July 2023, ISWAP or Boko Haram militants abducted 10 fishermen in Kofia, coded to Darak (Darak, Logone-et-Chari, Extreme-Nord). The militants retreated to Nigeria and demanded a ransom release fee.",0.001,Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,
conflibert,CAO11069,V,B,0.5398280024528503,"[0.5398280024528503, 0.46017196774482727]","On 15 December 2023, Ambazonian Separatists kidnapped an employee of the Mbonge municipal council in Kombone (Kumba 1, Meme, Sud-Ouest). They accused him of working closely with the Mayor of the municipality, who is seen as a security forces collaborator.",0.001,Ambazonian Separatists (Cameroon),
conflibert,CAO2894,R,E,0.5134086012840271,"[0.4865913987159729, 0.5134086012840271]","On 26 January 2020, one young man was burnt to death in Bamenda town (Mezam, Nord-Ouest), for allegedly trying to steal a motorcycle.",0.001,Rioters (Cameroon),
conflibert,CAO10921,V,B,0.5324576497077942,"[0.5324576497077942, 0.4675423502922058]","On 2 December 2023, the military shot and killed a former Ambazonian Separatist in Belo (Tubah, Mezam, Nord-Ouest) during a funeral ceremony.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO10473,V,E,0.5377023816108704,"[0.462297648191452, 0.5377023816108704]","On 22 March 2023, Ambazonian Separatists shot dead a male civilian in Ntamruh (Donga-Mantung, Nord-Ouest) who attempted to seize the gun of one of their Commanders.",0.001,Ambazonian Separatists (Cameroon),
conflibert,CAO7437,V,E,0.511594831943512,"[0.48840513825416565, 0.511594831943512]","On 25 June 2023, the military forces attacked civilians in Kumba (Ekondo Titi, Ndian, Sud-Ouest). 1 civilian was killed. The victim had challenged a gendarmerie officer to lawfully present a warrant authorizing him to arrest another civilian when the officer shot him at close range in the chest and the other civilian was injured.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO11501,S,B,0.5917893648147583,"[0.5917893648147583, 0.4082106947898865]","Property destruction: On 20 June 2023, Gendarmerie forces set fire to 5 civilian homes in Ilemiwong, coded to Belo (Tubah,Mezam,Nord-Ouest) during an operation to find Ambazonian Separatists. Separatists had received a tip-off and escaped before the Gendarmerie forces could arrive. Civilians had also fled to the bush and neighboring villages.",0.001,Military Forces of Cameroon (1982-) Gendarmerie,
conflibert,CAO3287,V,B,0.5756480097770691,"[0.5756480097770691, 0.4243519604206085]","On 18 May 2020, Boko Haram attacked the village of Tolkomari, Kolofata subdivision (Mayo-Sava, Extreme-Nord). No fatality and/or casualty reported.",0.001,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,
conflibert,CAO12451,B,E,0.5108862519264221,"[0.4891137182712555, 0.5108862519264221]","On 26 July 2023, Ambazonian Separatists engaged in an armed confrontaiton with a former Separatist in Eka, Widikum commune, coded to Widikum (Momo, Nord-Ouest), after he refused to join them. Two civilian homes were set on fire by the Separatists. Two Separatists were killed in the clash.",0.001,Ambazonian Separatists (Cameroon),
conflibert,CAO14655,B,B,0.5466049313545227,"[0.5466049313545227, 0.4533950388431549]","On 23 August 2024, the military forces attacked and clashed with Boko Haram (JAS) (likely) militants at the militant hideout in Walassa (Kolofata, Mayo-Sava Extreme-Nord). 5 militants were killed and the military forces recovered weapons, ammunition and military equipment. 3 other bodies were found some days later toward Amchide. Total fatalities coded as 8.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO10946,B,B,0.5455699563026428,"[0.5455699563026428, 0.4544300436973572]","On 3 January 2024, the military forces on board of a private vehicle ambushed SOCADEF separatists in Bolo/ Bolo Moboka (Meme, Sud-Ouest). Casualties unknown.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO13672,V,B,0.5403282642364502,"[0.5403282642364502, 0.4596717059612274]","On 15 April 2024, Ambazonian Separatists from the ADF abducted 4 men and 2 women at a checkpoint in Mambanda (Kumba 2, Meme, Sud-Ouest). The militants also looted 3 motorbikes. The reason for the abduction is not known.",0.001,Ambazonian Separatists (Cameroon),
conflibert,CAO3203,V,B,0.5350745916366577,"[0.5350745916366577, 0.4649254381656647]","On 21 April 2020, the military forces reportedly attacked Ndop town (Ngo-ketunjia, Nord-Ouest), killing 7 civilians.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO13677,V,B,0.5353864431381226,"[0.5353864431381226, 0.46461358666419983]","On 16 April 2024, Ambazonian Separatists from the SOCADEF abducted 3 village elders and a traditional ruler from their private residences in Weme (Konye, Meme, Sud-Ouest). The Separatists accused the elders of installing a new traditional council in the village without notifying the Separatists.",0.001,Ambazonian Separatists (Cameroon),
conflibert,CAO6151,B,B,0.5775130987167358,"[0.5775130987167358, 0.42248690128326416]","On 9 June 2022, Cameroonian military forces exchanged gunshots with suspected separatists and killed a disabled civilian in Belo (Tubah, Mezam, Nord-Ouest). Unclear why the military was targeting civilians.",0.001,Military Forces of Cameroon (1982-),
conflibert,CAO14093,V,B,0.5213475227355957,"[0.5213475227355957, 0.4786524772644043]","On 24 May 2024, an Ambazonian Separatist commander beat and injured a civilian at his private residence in Eka, coded to Njikwa (Mbengwi, Momo, Nord-Ouest) for preventing his daughter from having an intimate relationship with the commander.",0.001,Ambazonian Separatists (Cameroon),
