model,event_id,true_label,pred_label,pred_conf,logits,reasoning,latency_sec,actor_norm,notes
conflibert_finetuned_acled_v1_seed42,CAO10565,V,V,0.9999886751174927,,,0.01,Ambazonian Separatists (Cameroon),"On 2 May 2023, Ambazonian Separatists from the Restoration Forces kidnapped a high-profile government civilian (Deputy Mayor of Mamfe Council) at Mbakwa Supe (Konye, Meme, Sud-Ouest). The perpetrators released the victim shortly after receiving an unspecified amount of money as a ransom. The perpetrators also extorted money and other valuable things from other passengers whom they found in the vicinity during the abduction."
conflibert_finetuned_acled_v1_seed42,CAO9183,B,V,0.9999891519546509,,,0.01,Military Forces of Cameroon (1982-),"On 21 February 2023, the state forces, coded as the military forces shot and killed an Ambazonian Separatist at a petrol station in Ndop (Ndop, Ngo-Ketunjia, Nord-Ouest). The military forces arrested him at a checkpoint in Bamunka where he had extorted money from civilians."
conflibert_finetuned_acled_v1_seed42,CAO13396,B,B,0.9998922348022461,,,0.01,Military Forces of Cameroon (1982-),"On 6 April 2024, security forces, coded as the military forces clashed with the Ambazonian Separatists from the ADF at an illegal checkpoint in Kobenyang, coded to Mbengwi (Mbengwi, Momo, Nord-Ouest). 1 Separatist was killed and 1 civilian was injured by a stray bullet."
conflibert_finetuned_acled_v1_seed42,CAO3758,V,V,0.9998935461044312,,,0.01,Ambazonian Separatists (Cameroon),"Around 11 October 2020 (as reported), Ambazonian separatists kidnapped 3 Mbororo ethnic men in Ngarbuh village, near Nkambe (Donga-Mantung, Nord-Ouest). They are suspected to be involved in the killing of a separatist fighter on October 10."
conflibert_finetuned_acled_v1_seed42,CAO11352,B,B,0.9997599720954895,,,0.01,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 7 November 2023, the army's Rapid Intervention Battalion engaged in gunfire with Ambazonian Separatists in Ndu (Ndu, Donga-Mantung, Nord-Ouest). No casualties."
conflibert_finetuned_acled_v1_seed42,CAO3193,B,B,0.999972939491272,,,0.01,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 18 April 2020, the military's rapid intervention battalion engaged in a fire fight with Ambazonian separatists in Oku village, Belo subdivision (Boyo, Nord-Ouest). Some separatists were killed. Some fatalities coded as 3."
conflibert_finetuned_acled_v1_seed42,CAO3731,V,V,0.9999986886978149,,,0.01,Police Forces of Cameroon (1982-),"On 2 October 2020, police officers severely beat up and injured two taxi drivers in Sandpit neighborhood of Buea town (Fako, Sud-Ouest) for attempting to prevent them from collecting 5000 CFA 'bribes' from divers."
conflibert_finetuned_acled_v1_seed42,CAO6043,S,S,0.9999790191650391,,,0.01,Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 24 April 2022, Boko Haram elements looted goods and burned a church in the village of Bargaram (Hile-Alifa, Logone-et-Chari, Extreme-Nord)."
conflibert_finetuned_acled_v1_seed42,CAO7698,S,S,0.9999840259552002,,,0.01,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 15 August 2023, Boko Haram (JAS) (likely) militants looted civilian residents in Sandawadjiri (Kolofata, Mayo-Sava, Extreme-Nord). The militants stole two motorbikes, food items, clothing and other valuables."
conflibert_finetuned_acled_v1_seed42,CAO7826,S,S,0.9999967813491821,,,0.01,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 20 September 2023, 10 suspected members of Boko Haram (JAS) (likely) militants, including a man, 4 women, 3 girls and 2 boys surrendered to the security forces in Amchide (Kolofata, Mayo-Sava, Extreme-Nord). All are Cameroonian nationals."
conflibert_finetuned_acled_v1_seed42,CAO13380,B,B,0.9277758598327637,,,0.01,Military Forces of Cameroon (1982-),"On 4 April 2024, the security forces, coded as the military forces shot and killed an unknown Separatist commander at the market in Agyati (Bafut, Mezam, Nord-Ouest). The Separatist tried to escape leading to the military forces shooting him. He died of his injuries."
conflibert_finetuned_acled_v1_seed42,CAO15779,V,V,0.9999959468841553,,,0.01,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 5 October 2024, the military forces from the Rapid Intervention beat and injured 5 civilians (2 women and 3 men) at their private residence in Diche II (Widikum, Momo, Nord-Ouest) after a failed military operation to arrest an Ambazonian Separatists. The military forces also broke into the private residence and destroyed a herbalist's property."
conflibert_finetuned_acled_v1_seed42,CAO12389,V,V,0.9999735355377197,,,0.01,Ambazonian Separatists (Cameroon),"On 3 September 2023, Ambazonian Separatists killed two teachers, whom they had abducted, in Mbessa (Boyo, Nord-Ouest). They were accused of attending a meeting to plan for the resumption of school in Belo commune. The bodies of the teachers were given to their families to bury."
conflibert_finetuned_acled_v1_seed42,CAO15728,S,S,0.9999953508377075,,,0.01,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 29 September 2024, the military forces from the Rapid Intervention arrested some 150 civilians in Bamenda (Bamenda 3, Mezam, Nord-Ouest) during a military operation to dislodge Separatist hideouts. The military forces extorted an unspecified amount of money from some civilians to have their immediate release. Over 50 motorbikes were also confiscated."
conflibert_finetuned_acled_v1_seed42,CAO4504,B,B,0.9999803304672241,,,0.01,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 26 March 2021, the army's rapid intervention battalion engaged in fire fights with Ambazonian separatists in Kumbo town, Jakiri subdivision (Bui, Nord-Ouest). 4 separatists were killed, and several others injured."
conflibert_finetuned_acled_v1_seed42,CAO10533,B,B,0.9999877214431763,,,0.01,Military Forces of Cameroon (1982-),"On 9 October 2022, state security forces, coded as military, clashed with Ambazonian Separatists in Acha Tugui (Momo, Nord-Ouest). 2 militants were killed."
conflibert_finetuned_acled_v1_seed42,CAO3353,V,V,0.999996542930603,,,0.01,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 8 June 2020, Boko Haram attacked herders 4 km away from the village of Sagme (Mayo-Sava, Extreme-Nord), killing one and injuring another. They took away sheep."
conflibert_finetuned_acled_v1_seed42,CAO15644,V,V,0.9999821186065674,,,0.01,Ambazonian Separatists (Cameroon),"On 26 September 2024, Ambazonian Separatists riding on motorbikes abducted 3 students who were on their way to school along a tertiary road in the Menteh, Mile 4 neighborhood in Bamenda - Nkwen (Bamenda 3, Mezam, Nord-Ouest). The Separatists accused the students of not complying with the Separatists-imposed school resumption 2 October 2024."
conflibert_finetuned_acled_v1_seed42,CAO13239,S,S,0.9999949932098389,,,0.01,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: Around 25 April 2024 (as reported), Boko Haram (JAS) (likely) militants looted 3 bicycles and clothing in Blamari neighborhood in Limani (Mora, Mayo-Sava, Extreme-Nord)."
conflibert_finetuned_acled_v1_seed42,CAO3498,V,V,0.9999572038650513,,,0.01,Military Forces of Cameroon (1982-),"On 21 July 2020, military forces opened fire around a food market in Bamenda town (Mezam, Nord-Ouest). One person was reportedly killed and property destroyed."
conflibert_finetuned_acled_v1_seed42,CAO13669,B,B,0.9999843835830688,,,0.01,Military Forces of Cameroon (1982-),"On 15 April 2024, security forces, coded as the military forces, clashed with the Ambazonian Separatists from the Restoration forces faction along a secondary road in Likoko (Muyuka, Fako, Sud-Ouest). 2 Separatists were killed. No information on the injuries."
conflibert_finetuned_acled_v1_seed42,CAO2838,V,V,0.9998056292533875,,,0.01,Military Forces of Cameroon (1982-),"On 13 January 2020, military forces attacked the village of Ngemsibaa, in Oku subdivision (Boyo, Nord-Ouest) [coded: Oku], and burnt houses. No fatality and/or casualty reported."
conflibert_finetuned_acled_v1_seed42,CAO9823,B,B,0.9999796152114868,,,0.01,Military Forces of Cameroon (1982-),"On 20 November 2022, military forces ambushed and clashed with Ambazonian Separatists, including members of the ADF, at an informal checkpoint they set up in Teke, Kumba 2 commune, coded to Matoh (Meme, Sud-Ouest). The fighters retreated, abandoning a bike they had seized from a civilian which the military then burned. No casualties."
conflibert_finetuned_acled_v1_seed42,CAO8055,S,S,0.9999980926513672,,,0.01,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Property destruction: On 29 October 2023, suspected Boko Haram (JAS) (likely) militants destroyed motor pumps in civilian farms in Yamgazawa (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord)."
conflibert_finetuned_acled_v1_seed42,CAO8924,B,B,0.9987181425094604,,,0.01,Military Forces of Cameroon (1982-),"On 29 May 2022, the military forces in a joint operation with the self-defense militia (COVI) ambushed Ambazonian Separatist fighter at a checkpoint in Ngarum (Ndu, Donga-Mantung, Nord-Ouest). 1 separatist was killed."
conflibert_finetuned_acled_v1_seed42,CAO14724,B,B,0.999922513961792,,,0.01,Military Forces of Cameroon (1982-),"On 26 August 2024, the military forces from Cameroon clashed with the military forces from Chad at the military barracks in Darak (Darak, Logone-et-Chari, Extreme-Nord) during a joint military operation in the Lake Chad area. There were no fatalities. 1 unidentified soldier was injured."
conflibert_finetuned_acled_v1_seed42,CAO5534,S,S,0.9999936819076538,,,0.01,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Movement of forces: On 29 September 2021, residents saw a massive assembling of Boko Haram fighters during the night in Danbore village, 7 kilometers away from Sagme village, Fotokol subdivision (Logone-et-Chari, Extreme-Nord)."
conflibert_finetuned_acled_v1_seed42,CAO15107,V,V,0.9999997615814209,,,0.01,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 23 September 2024, Boko Haram (JAS) (likely) militants shot and killed 1 farmer in Bourvare (Kolofata, Mayo-Sava, Extreme-Nord) while the other farmers escaped without injuries."
conflibert_finetuned_acled_v1_seed42,CAO12518,S,V,0.5498533844947815,,,0.01,Military Forces of Cameroon (1982-),"On 11 May 2023, state security forces (coded as military) detained 34 civilians in Mosongesele (Ndian, Sud-Ouest). They were released 2 hours later."
conflibert_finetuned_acled_v1_seed42,CAO3431,E,E,0.9999611377716064,,,0.01,Unidentified Armed Group (Cameroon),"On 2 July 2020, an IED exploded in Yaounde city (Mfoundi, Centre), injuring at least 4 civilians (around 20 injured, according to other sources). Perpetrators unknown."
conflibert_finetuned_acled_v1_seed42,CAO7396,V,V,0.9999982118606567,,,0.01,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 12 June 2023, Boko Haram [JAS] militants attacked Kassa (Ngaoundal, Djerem, Adamaoua). The militants beheaded a man. 2 children are believed to have been abducted. The militants stole items and food."
conflibert_finetuned_acled_v1_seed42,CAO8686,R,R,0.9999480247497559,,,0.01,Rioters (Cameroon),"Around 24 March 2024 (month of), youths chased landlords and farmers from their land properties in Mondoli (Limbe 3, Fako, Sud-Ouest). The youths question the ownership of these lands saying they are native land. The youth also set up a toll gate to extort money and products from the farmers."
conflibert_finetuned_acled_v1_seed42,CAO3374,B,V,0.7934392094612122,,,0.01,Military Forces of Cameroon (1982-),"Around 13 June 2020 (between 11 - 15 June), the military forces killed 13 suspected Ambazonian separatists during an operation in 5 villages of Mezam subdivision including Bali (Mezam, Nord-Ouest). Fatalities split between five events."
conflibert_finetuned_acled_v1_seed42,CAO6483,V,V,0.9999915361404419,,,0.01,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 14 August 2022, Boko Haram (JAS) (likely) fighters attacked the village of Ouzal (Koza, Mayo-Tsanaga, Extreme-Nord) wounding 1 person with a machete."
conflibert_finetuned_acled_v1_seed42,CAO4669,V,V,0.9999902248382568,,,0.01,Military Forces of Cameroon (1982-),"Around 15 May 2020 (month of), the military forces raided Njembo village, Mbengwi town, Mbeggwi subdivision (Momo, Nord-Ouest), killing one person."
conflibert_finetuned_acled_v1_seed42,CAO5725,V,V,0.9999954700469971,,,0.01,Military Forces of Cameroon (1982-),"On 27 October 2021, the military forces alongside Fulani militiamen attacked and killed a 15 year old boy in Ngarbuh village, near Ntamruh, Ndu subdivision (Donga-Mantung, Nord-Ouest). He was accused of collaborating with Ambazonian separatists fighters."
conflibert_finetuned_acled_v1_seed42,CAO4522,V,V,0.9999990463256836,,,0.01,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 3 April 2021, Boko Haram fighters nightly attacked Makoulde village, Mora subdivision (Mayo-Sava, Extreme-Nord). They killed 2 people, burnt about 10 houses down, and took away cattle and goods."
conflibert_finetuned_acled_v1_seed42,CAO4773,V,V,0.9999972581863403,,,0.01,Military Forces of Cameroon (1982-),"Around 15 September 2020 (month of), the military forces attacked and severely beat up a group of civilians carrying out community work in Mefah-Tembei village, Batibo subdivision (Momo, Nord-Ouest)."
conflibert_finetuned_acled_v1_seed42,CAO6135,B,B,0.9541623592376709,,,0.01,Military Forces of Cameroon (1982-),"On 1 June 2022, Cameroonian military forces conducted a raid to dislodge Ambazonian Separatists at their hideout and killed two Separatists including one former fighter in Nyikob, coded to Njikwa (Momo, Nord-Ouest). The former fighter had laid down his weapons 2 years prior to his death, three other fighters were arrested."
conflibert_finetuned_acled_v1_seed42,CAO4334,B,B,0.9999493360519409,,,0.01,Ambazonian Separatists (Cameroon),"On 4 February 2021, the military forces engaged in a fire fight with Ambazonian separatists in Mbalangi village (Meme, Sud-Ouest), as they tried to remove a road blockade erected by separatists in order to enforce a lockdown in the area. No fatality and/or casualty reported."
conflibert_finetuned_acled_v1_seed42,CAO5627,B,B,0.9996287822723389,,,0.01,Military Forces of Cameroon (1982-),"Around 24 October 2021 (as reported), the military forces opened fire on BNL fighters who were erecting barricades in Cameroon-Nigeria border area in Bakassi Peninsula, Kombo Abedimo subdivision (Ndian, Sud-Ouest). 2 BNL fighters were killed."
conflibert_finetuned_acled_v1_seed42,CAO6430,V,V,0.9999945163726807,,,0.01,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 3 September 2022, Cameroonian military forces (Rapid Intervention) conducted raids and attacked civilians in Kah, coded to Jakiri (Jakiri, Bui, Nord-Ouest) shooting sporadically leading the death of 3 civilians (a family of 3). Unknown if arrests were made. The purpose of the military operation was to find separatist fighters."
conflibert_finetuned_acled_v1_seed42,CAO14482,V,V,0.9999991655349731,,,0.01,Unidentified Armed Group (Cameroon),"On 4 June 2024, an unidentified armed group shot and killed 1 civilian at Mile 18 in Bomaka (Buea, Fako, Sud-Ouest). His body was left by the roadside."
conflibert_finetuned_acled_v1_seed42,CAO10147,B,S,0.6211094260215759,,,0.01,Military Forces of Cameroon (1982-),"On 3 January 2023, state security forces (coded as military) captured and arrested 1 Ambazonian Separatist in Adiemukong, Bafut commune, coded to Bafut (Mezam, Nord-Ouest). Gunshots could be heard, no casualties. It is unclear if the gunshots were an armed confrontation between the two."
conflibert_finetuned_acled_v1_seed42,CAO14877,V,V,0.999994158744812,,,0.01,Ambazonian Separatists (Cameroon),"On 20 July 2024, Ambazonian Separatists abducted 2 civilians from their private residences in Mbessi Mile 4 in Bamenda - Nkwen (Bamenda 3, Mezam, Nord-Ouest) for an unknown reason."
conflibert_finetuned_acled_v1_seed42,CAO7647,V,V,0.9999895095825195,,,0.01,Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 30 July 2023, ISWAP or Boko Haram militants abducted 10 fishermen in Kofia, coded to Darak (Darak, Logone-et-Chari, Extreme-Nord). The militants retreated to Nigeria and demanded a ransom release fee."
conflibert_finetuned_acled_v1_seed42,CAO11069,V,V,0.999954342842102,,,0.01,Ambazonian Separatists (Cameroon),"On 15 December 2023, Ambazonian Separatists kidnapped an employee of the Mbonge municipal council in Kombone (Kumba 1, Meme, Sud-Ouest). They accused him of working closely with the Mayor of the municipality, who is seen as a security forces collaborator."
conflibert_finetuned_acled_v1_seed42,CAO2894,R,R,0.9998138546943665,,,0.01,Rioters (Cameroon),"On 26 January 2020, one young man was burnt to death in Bamenda town (Mezam, Nord-Ouest), for allegedly trying to steal a motorcycle."
conflibert_finetuned_acled_v1_seed42,CAO10921,V,V,0.9999929666519165,,,0.01,Military Forces of Cameroon (1982-),"On 2 December 2023, the military shot and killed a former Ambazonian Separatist in Belo (Tubah, Mezam, Nord-Ouest) during a funeral ceremony."
conflibert_finetuned_acled_v1_seed42,CAO10473,V,V,0.9962526559829712,,,0.01,Ambazonian Separatists (Cameroon),"On 22 March 2023, Ambazonian Separatists shot dead a male civilian in Ntamruh (Donga-Mantung, Nord-Ouest) who attempted to seize the gun of one of their Commanders."
conflibert_finetuned_acled_v1_seed42,CAO7437,V,V,0.9999709129333496,,,0.01,Military Forces of Cameroon (1982-),"On 25 June 2023, the military forces attacked civilians in Kumba (Ekondo Titi, Ndian, Sud-Ouest). 1 civilian was killed. The victim had challenged a gendarmerie officer to lawfully present a warrant authorizing him to arrest another civilian when the officer shot him at close range in the chest and the other civilian was injured."
conflibert_finetuned_acled_v1_seed42,CAO11501,S,S,0.9999889135360718,,,0.01,Military Forces of Cameroon (1982-) Gendarmerie,"Property destruction: On 20 June 2023, Gendarmerie forces set fire to 5 civilian homes in Ilemiwong, coded to Belo (Tubah,Mezam,Nord-Ouest) during an operation to find Ambazonian Separatists. Separatists had received a tip-off and escaped before the Gendarmerie forces could arrive. Civilians had also fled to the bush and neighboring villages."
conflibert_finetuned_acled_v1_seed42,CAO3287,V,V,0.9999532699584961,,,0.01,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 18 May 2020, Boko Haram attacked the village of Tolkomari, Kolofata subdivision (Mayo-Sava, Extreme-Nord). No fatality and/or casualty reported."
conflibert_finetuned_acled_v1_seed42,CAO12451,B,B,0.9999845027923584,,,0.01,Ambazonian Separatists (Cameroon),"On 26 July 2023, Ambazonian Separatists engaged in an armed confrontaiton with a former Separatist in Eka, Widikum commune, coded to Widikum (Momo, Nord-Ouest), after he refused to join them. Two civilian homes were set on fire by the Separatists. Two Separatists were killed in the clash."
conflibert_finetuned_acled_v1_seed42,CAO14655,B,B,0.999947190284729,,,0.01,Military Forces of Cameroon (1982-),"On 23 August 2024, the military forces attacked and clashed with Boko Haram (JAS) (likely) militants at the militant hideout in Walassa (Kolofata, Mayo-Sava Extreme-Nord). 5 militants were killed and the military forces recovered weapons, ammunition and military equipment. 3 other bodies were found some days later toward Amchide. Total fatalities coded as 8."
conflibert_finetuned_acled_v1_seed42,CAO10946,B,B,0.9989425539970398,,,0.01,Military Forces of Cameroon (1982-),"On 3 January 2024, the military forces on board of a private vehicle ambushed SOCADEF separatists in Bolo/ Bolo Moboka (Meme, Sud-Ouest). Casualties unknown."
conflibert_finetuned_acled_v1_seed42,CAO13672,V,V,0.999994158744812,,,0.01,Ambazonian Separatists (Cameroon),"On 15 April 2024, Ambazonian Separatists from the ADF abducted 4 men and 2 women at a checkpoint in Mambanda (Kumba 2, Meme, Sud-Ouest). The militants also looted 3 motorbikes. The reason for the abduction is not known."
conflibert_finetuned_acled_v1_seed42,CAO3203,V,V,0.9999369382858276,,,0.01,Military Forces of Cameroon (1982-),"On 21 April 2020, the military forces reportedly attacked Ndop town (Ngo-ketunjia, Nord-Ouest), killing 7 civilians."
conflibert_finetuned_acled_v1_seed42,CAO13677,V,V,0.9999732971191406,,,0.01,Ambazonian Separatists (Cameroon),"On 16 April 2024, Ambazonian Separatists from the SOCADEF abducted 3 village elders and a traditional ruler from their private residences in Weme (Konye, Meme, Sud-Ouest). The Separatists accused the elders of installing a new traditional council in the village without notifying the Separatists."
conflibert_finetuned_acled_v1_seed42,CAO6151,B,V,0.9985896944999695,,,0.01,Military Forces of Cameroon (1982-),"On 9 June 2022, Cameroonian military forces exchanged gunshots with suspected separatists and killed a disabled civilian in Belo (Tubah, Mezam, Nord-Ouest). Unclear why the military was targeting civilians."
conflibert_finetuned_acled_v1_seed42,CAO14093,V,V,0.9999985694885254,,,0.01,Ambazonian Separatists (Cameroon),"On 24 May 2024, an Ambazonian Separatist commander beat and injured a civilian at his private residence in Eka, coded to Njikwa (Mbengwi, Momo, Nord-Ouest) for preventing his daughter from having an intimate relationship with the commander."
conflibert_finetuned_acled_v1_seed42,CAO8739,V,V,0.9999991655349731,,,0.01,Military Forces of Cameroon (1982-) Gendarmerie,"On 31 March 2024, a gendarme shot and killed a motorbike rider at a checkpoint in Kai-Kai (Kai-Kai, Mayo-Danay, Extreme-Nord) he refused to stop and pay 500 FCFA."
conflibert_finetuned_acled_v1_seed42,CAO4953,B,B,0.9999823570251465,,,0.01,Military Forces of Cameroon (1982-),"On 16 January 2021, the military forces engaged in fire fights with Ambazonian separatists in Kwa-Kwa village, Mbonge subdivision (Ndian, Sud-Ouest), resulting in 3 people getting killed."
conflibert_finetuned_acled_v1_seed42,CAO3302,V,V,0.9999990463256836,,,0.01,Military Forces of Cameroon (1982-),"On 24 May 2020, the military forces raided the house of an imprisoned journalist in Bamenda town (Mezam, Nord-Ouest), reportedly beating up his sister and her 13-year old daughter. They took away telephones."
