model,prob_col,threshold,accepted,coverage,correct,accuracy,total_valid
llama3.2:3b,pred_conf_temp,0.8,197,0.985,136,0.69,200
llama3.2:3b,pred_conf_temp,0.9,180,0.9,127,0.706,200
llama3.2:3b,pred_conf_temp,0.95,34,0.17,17,0.5,200
llama3.2:3b,pred_conf_temp,0.99,25,0.125,13,0.52,200
mistral:7b,pred_conf_temp,0.0,200,1.0,118,0.59,200
mistral:7b,pred_conf_temp,0.1,200,1.0,118,0.59,200
mistral:7b,pred_conf_temp,0.2,200,1.0,118,0.59,200
mistral:7b,pred_conf_temp,0.3,200,1.0,118,0.59,200
mistral:7b,pred_conf_temp,0.4,200,1.0,118,0.59,200
mistral:7b,pred_conf_temp,0.5,200,1.0,118,0.59,200
mistral:7b,pred_conf_temp,0.6,200,1.0,118,0.59,200
mistral:7b,pred_conf_temp,0.7,200,1.0,118,0.59,200
mistral:7b,pred_conf_temp,0.8,198,0.99,117,0.591,200
mistral:7b,pred_conf_temp,0.9,168,0.84,106,0.631,200
mistral:7b,pred_conf_temp,0.95,132,0.66,84,0.636,200
mistral:7b,pred_conf_temp,0.99,2,0.01,1,0.5,200
gemma3:4b,pred_conf_temp,0.0,200,1.0,128,0.64,200
gemma3:4b,pred_conf_temp,0.1,200,1.0,128,0.64,200
gemma3:4b,pred_conf_temp,0.2,200,1.0,128,0.64,200
gemma3:4b,pred_conf_temp,0.3,200,1.0,128,0.64,200
gemma3:4b,pred_conf_temp,0.4,200,1.0,128,0.64,200
gemma3:4b,pred_conf_temp,0.5,200,1.0,128,0.64,200
gemma3:4b,pred_conf_temp,0.6,200,1.0,128,0.64,200
gemma3:4b,pred_conf_temp,0.7,200,1.0,128,0.64,200
gemma3:4b,pred_conf_temp,0.8,200,1.0,128,0.64,200
gemma3:4b,pred_conf_temp,0.9,65,0.325,53,0.815,200
gemma3:4b,pred_conf_temp,0.95,10,0.05,4,0.4,200
gemma3:4b,pred_conf_temp,0.99,0,0.0,0,,200
olmo2:7b,pred_conf_temp,0.0,200,1.0,127,0.635,200
olmo2:7b,pred_conf_temp,0.1,200,1.0,127,0.635,200
olmo2:7b,pred_conf_temp,0.2,200,1.0,127,0.635,200
olmo2:7b,pred_conf_temp,0.3,200,1.0,127,0.635,200
olmo2:7b,pred_conf_temp,0.4,200,1.0,127,0.635,200
olmo2:7b,pred_conf_temp,0.5,200,1.0,127,0.635,200
olmo2:7b,pred_conf_temp,0.6,200,1.0,127,0.635,200
olmo2:7b,pred_conf_temp,0.7,200,1.0,127,0.635,200
olmo2:7b,pred_conf_temp,0.8,198,0.99,126,0.636,200
olmo2:7b,pred_conf_temp,0.9,134,0.67,81,0.604,200
olmo2:7b,pred_conf_temp,0.95,63,0.315,33,0.524,200
olmo2:7b,pred_conf_temp,0.99,44,0.22,32,0.727,200
