model,event_id,true_label,pred_label,pred_conf,logits,reasoning,latency_sec,actor_norm,notes,pred_conf_iso,pred_conf_temp,prob_V,prob_B,prob_E,prob_P,prob_R,prob_S
llama3.2:3b,CAO14080,B,B,0.92,"{""V"": 0.03, ""B"": 0.92, ""E"": 0.01, ""P"": 0.02, ""R"": 0.04, ""S"": 0.08}",,0.82,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 24 July 2024, the military forces from the Rapid Intervention clashed with Boko Haram (JAS) (likely) militants in Yabogo neighborhood in Amchide (Kolofata, Mayo-Sava, Extreme-Nord). There were no fatalities.",0.41411042944785276,0.92,0.13392798390668326,0.3261320047486375,0.1312760321439794,0.132595378201173,0.1352739825221912,0.1407946184770094
llama3.2:3b,CAO13672,V,S,0.83,"{""V"": 0.07, ""B"": 0.01, ""E"": 0.02, ""P"": 0.01, ""R"": 0.03, ""S"": 0.83}",,0.75,Ambazonian Separatists (Cameroon),"On 15 April 2024, Ambazonian Separatists from the ADF abducted 4 men and 2 women at a checkpoint in Mambanda (Kumba 2, Meme, Sud-Ouest). The militants also looted 3 motorbikes. The reason for the abduction is not known.",0.29090909090909156,0.83,0.14422055970507386,0.13582180814390818,0.13718684000942827,0.13582180814390818,0.13856559067327207,0.3083833933241011
llama3.2:3b,CAO3188,V,B,0.93,"{""V"": 0.03, ""B"": 0.93, ""E"": 0.01, ""P"": 0.002, ""R"": 0.006, ""S"": 0.004}",,0.74,Military Forces of Cameroon (1982-),"On 16 April 2020, military forces killed three former Ambazonian separatists in Balikumbat town (Ngo-ketunjia, Nord-Ouest).",0.5884476534296029,0.93,0.1358176933653148,0.3340576211514889,0.13312832284826526,0.132067545034211,0.13259687316483842,0.13233194443554763
llama3.2:3b,CAO8782,B,B,0.93,"{""V"": 0.03, ""B"": 0.93, ""E"": 0.02, ""P"": 0.01, ""R"": 0.01, ""S"": 0.04}",,0.79,Ambazonian Separatists (Cameroon),"On 1 July 2022, suspected Ambazonian Separatist fighters clashed with the military forces in Bambui (Tubah, Mezam, Nord-Ouest). There were no fatalities.",0.5884476534296029,0.93,0.1347690648635549,0.3314784112261124,0.13342809026269337,0.13210045858204855,0.13210045858204855,0.1361235164832107
llama3.2:3b,CAO7306,B,B,0.92,"{""V"": 0.03, ""B"": 0.92, ""E"": 0.01, ""P"": 0.02, ""R"": 0.04, ""S"": 0.08}",,0.78,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 19 May 2023, the military forces of Kerawa (Rapid Intervention) clashed with Boko Haram (JAS) (likely) militants in Balatikse neighborhood in Mayo Moskota (Kolofata, Mayo-Sava, Extreme-Nord). 1 militant was killed while 3 soldiers seriously injured. 2 militants were captured. The military seized some equipment.",0.41411042944785276,0.92,0.13392798390668326,0.3261320047486375,0.1312760321439794,0.132595378201173,0.1352739825221912,0.1407946184770094
llama3.2:3b,CAO13551,S,S,0.93,"{""V"": 0.03, ""B"": 0.01, ""E"": 0.02, ""P"": 0.01, ""R"": 0.04, ""S"": 0.93}",,0.82,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 14 June 2024, 11 members of Boko Haram (JAS) (likely) militants surrendered to the military forces in Madakar (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord).",0.5884476534296029,0.93,0.13476906486355492,0.13210045858204855,0.1334280902626934,0.13210045858204855,0.13612351648321072,0.3314784112261124
llama3.2:3b,CAO4946,V,S,0.85,"{""V"": 0.03, ""B"": 0.01, ""E"": 0.02, ""P"": 0.04, ""R"": 0.06, ""S"": 0.84}",,0.71,Ambazonian Separatists (Cameroon),"On 13 January 2021, Ambazonian separatists kidnapped a truck driver and his assistant in Bukow village, Ndop subdivision (Ngo-Ketunjia, Nord-Ouest).",0.4141104294478527,0.85,0.1377664521275904,0.13503849360164272,0.1363956530251336,0.1391510279900657,0.14196206522156563,0.3096863080336922
llama3.2:3b,CAO8143,B,B,0.95,"{""V"": 0.03, ""B"": 0.95, ""E"": 0.01, ""P"": 0.0, ""R"": 0.02, ""S"": 0.04}",,0.81,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 14 November 2023, the military forces (Rapid Intervention) ambushed Boko Haram (JAS) (likely) militants along the Limani - Goumbouldi road, coded to Limani (Mora, Mayo-Sava, Extreme-Nord). 2 militants were killed, the militants had approached an abandoned civilian truck near where the military forces were parked and the military recovered a weapon.",0.8309859154929563,0.9499999999999998,0.1340476356930088,0.33636444403814875,0.13139331466619447,0.13008592934101795,0.1327138394323324,0.13539483682896122
llama3.2:3b,CAO15055,V,V,0.92,"{""V"": 0.92, ""B"": 0.02, ""E"": 0.01, ""P"": 0.01, ""R"": 0.02, ""S"": 0.02}",,0.78,Unidentified Armed Group (Cameroon),"Around 17 September 2024 (as reported), an unidentified armed group attacked and killed 1 civilian between Mora and Blabline (Kolofata, Mayo-Sava, Extreme-Nord) for an unknown reason.",0.41411042944785276,0.92,0.3306050233905588,0.13441397186843232,0.13307653050190676,0.13307653050190676,0.13441397186843232,0.13441397186843232
llama3.2:3b,CAO11956,B,B,0.93,"{""V"": 0.03, ""B"": 0.93, ""E"": 0.02, ""P"": 0.01, ""R"": 0.01, ""S"": 0.04}",,0.82,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 25 October 2023, military forces from the Rapid Intervention Battalion engaged in an armed confrontation with Ambazonian Separatists in Ngarum (Donga-Mantung, Nord-Ouest). There were no casualties.",0.5884476534296029,0.93,0.1347690648635549,0.3314784112261124,0.13342809026269337,0.13210045858204855,0.13210045858204855,0.1361235164832107
llama3.2:3b,CAO12511,V,V,0.92,"{""V"": 0.92, ""B"": 0.02, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.03}",,0.75,Military Forces of Cameroon (1982-),"On 19 July 2023, state security forces (coded as military) physically assualted 10 men, including the traditional chief and traditional council chairman, whom they had arrested in Nongomadiba (Kupe-Manenguba, Sud-Ouest), injuring them. They were targeted for not acting against Ambazonian Separatists who had buried a woman alive early in the morning (coded separately).",0.41411042944785276,0.92,0.3306005796198267,0.1344121651660778,0.13307474177654102,0.13307474177654102,0.13307474177654102,0.13576302988414166
llama3.2:3b,CAO4776,S,P,0.92,"{""V"": 0.03, ""B"": 0.01, ""E"": 0.02, ""P"": 0.92, ""R"": 0.08, ""S"": 0.04}",,0.75,Military Forces of Cameroon (1982-),"Looting: Around 15 July 2020 (month of), the military forces raided Bengang village, Batibo subdivision (Momo, Nord-Ouest). They shot in the air, and then looted property.",0.41411042944785276,0.92,0.13392798390668326,0.1312760321439794,0.132595378201173,0.3261320047486375,0.1407946184770094,0.1352739825221912
llama3.2:3b,CAO12845,V,V,0.93,"{""V"": 0.93, ""B"": 0.02, ""E"": 0.01, ""P"": 0.01, ""R"": 0.03, ""S"": 0.01}",,0.72,Ambazonian Separatists (Cameroon),"On 9 December 2021, suspected Ambazonian separatist fighters killed a Fulani pastoralist at 3 Corners near Ntumbaw (Ndu, Donga-Mantung, Nord-Ouest). In retaliation, local Fulanis set ablaze more than 15 houses, and killed a bike who transported a uniformed officer to the scene [Coded as a separate event].",0.5884476534296029,0.93,0.33281735471464097,0.13396704745143823,0.13263405305716333,0.13263405305716333,0.13531343866209786,0.13263405305716333
llama3.2:3b,CAO11075,B,V,0.93,"{""V"": 0.93, ""B"": 0.02, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.03}",,0.73,Military Forces of Cameroon (1982-),"On 23 November 2023, the military forces ambushed Ambazonian Separatists from the Restoration Forces onboard a motorcycle in Konye (Konye, Meme, Sud-Ouest). The military forces members shot and injured one.",0.5884476534296029,0.93,0.33281735471464097,0.13396704745143823,0.13263405305716333,0.13263405305716333,0.13263405305716333,0.13531343866209786
llama3.2:3b,CAO13652,V,R,0.92,"{""V"": 0.03, ""B"": 0.01, ""E"": 0.02, ""P"": 0.01, ""R"": 0.92, ""S"": 0.08}",,0.78,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 13 April 2024, state security forces, coded as the military forces from the Rapid Intervention, beat and injured a dump truck driver and 2 other civilians on the main road in Mile 15 Buea (Buea, Fako, Sud-Ouest) after the dump truck blocked the road and delayed their convoy traveling to Buea center. There were no fatalities.",0.41411042944785276,0.92,0.13446557058546188,0.13180297389330559,0.13312761580312354,0.13180297389330559,0.32744109801026977,0.14135976781420614
llama3.2:3b,CAO9051,V,V,0.95,"{""V"": 0.95, ""B"": 0.01, ""E"": 0.02, ""P"": 0.01, ""R"": 0.01, ""S"": 0.0}",,0.82,Military Forces of Cameroon (1982-),"On 23 May 2022, military forces killed a man at the Finance Junction in Bamenda city (Bamenda 1, Mezam, Nord-Ouest). Locals in the early hours of the morning discovered the dead body dumped by the road.",0.8309859154929563,0.9499999999999998,0.33861823390414764,0.1322737077229026,0.13360308058636017,0.1322737077229026,0.1322737077229026,0.13095756234044575
llama3.2:3b,CAO10854,B,B,0.93,"{""V"": 0.03, ""B"": 0.93, ""E"": 0.01, ""P"": 0.002, ""R"": 0.006, ""S"": 0.004}",,0.82,Military Forces of Cameroon (1982-),"On 18 December 2023, the military forces attacked Ambazonian Separatists leading to a clash in Bai Panya (Kumba 1, Meme, Sud-Ouest). Two Ambazonian Separatists were killed and four others arrested.",0.5884476534296029,0.93,0.1358176933653148,0.3340576211514889,0.13312832284826526,0.132067545034211,0.13259687316483842,0.13233194443554763
llama3.2:3b,CAO8295,S,E,0.99,"{""V"": 0.01, ""B"": 0.005, ""E"": 0.99, ""P"": 0.001, ""R"": 0.002, ""S"": 0.003}",,0.8,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"Defusal: Around 27 December 2023 (as reported), the military forces (Rapid Intervention) defused an IED that was planted by an unidentified armed group on the road in Kumba (Ekondo Titi, Ndian, Sud-Ouest).",0.8309859154929576,0.99,0.13096606997138102,0.13031287397234614,0.34895336261621096,0.12979266359083344,0.12992252117239356,0.13005250867648574
llama3.2:3b,CAO10551,B,B,0.83,"{""V"": 0.07, ""B"": 0.83, ""E"": 0.02, ""P"": 0.01, ""R"": 0.03, ""S"": 0.04}",,0.8,Military Forces of Cameroon (1982-),"On 15 September 2022, state security forces, coded as military, clashed with Ambazonian Separatists around Kosala and Fiango, coded to Fiango (Meme, Sud-Ouest). Casualties unknown.",0.29090909090909156,0.83,0.14362646465194726,0.3071130539992857,0.13662171931394393,0.1352623104932957,0.13799479042037538,0.13938166112084494
llama3.2:3b,CAO12982,E,E,0.95,"{""V"": 0.03, ""B"": 0.01, ""E"": 0.95, ""P"": 0.02, ""R"": 0.01, ""S"": 0.04}",,0.81,Unidentified Armed Group (Cameroon),"On 9 April 2024, an IED planted by an unidentified armed group detonated on members of self-defence militia in Tourou (Mokolo, Mayo-Tsanaga, Extreme-Nord). A self-defence militia member was killed when they stepped on an IED when it detonated.",0.8309859154929563,0.9499999999999998,0.13387261260384747,0.1312217572664005,0.3359252602824993,0.13254055785200597,0.1312217572664005,0.13521805472851023
llama3.2:3b,CAO4198,V,S,0.93,"{""V"": 0.03, ""B"": 0.01, ""E"": 0.02, ""P"": 0.01, ""R"": 0.04, ""S"": 0.93}",,0.72,Ambazonian Separatists (Cameroon),"On 7 January 2021, suspected Ambazonian separatists kidnapped between 6 and 7 students in Mulang neighborhood of Bamenda town (Mezam, Nord-Ouest).",0.5884476534296029,0.93,0.13476906486355492,0.13210045858204855,0.1334280902626934,0.13210045858204855,0.13612351648321072,0.3314784112261124
llama3.2:3b,CAO12441,V,V,0.95,"{""V"": 0.95, ""B"": 0.01, ""E"": 0.02, ""P"": 0.01, ""R"": 0.01, ""S"": 0.0}",,0.79,Military Forces of Cameroon (1982-),"Around 28 July 2023 (as reported), state security forces shot and killed two Ambazonian Separatists in Kumbo commune, coded to Kumbo (Bui, Nord-Ouest) whom they had captured on 28 July (coded separately).",0.8309859154929563,0.9499999999999998,0.33861823390414764,0.1322737077229026,0.13360308058636017,0.1322737077229026,0.1322737077229026,0.13095756234044575
llama3.2:3b,CAO14598,B,S,0.83,"{""V"": 0.07, ""B"": 0.45, ""E"": 0.01, ""P"": 0.02, ""R"": 0.04, ""S"": 0.81}",,0.81,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 28 August 2024, the military forces from the Rapid Intervention clashed with the Boko Haram (JAS) (likely) militants around Amchide (Kolofata, Mayo-Sava, Extreme-Nord). Casualties unknown. The militants stole a motorbike from a civilian and the military forces chased them until the militants abandoned the motorbike.",0.29090909090909156,0.83,0.13474075267446772,0.1970293262046424,0.1268940620972607,0.12816936862332698,0.1307585616199014,0.2824079287801184
llama3.2:3b,CAO8757,S,R,0.92,"{""V"": 0.03, ""B"": 0.01, ""E"": 0.02, ""P"": 0.01, ""R"": 0.92, ""S"": 0.08}",,0.74,Unidentified Armed Group (Cameroon),"Looting: Around 17 March 2024 (as reported), an unidentified armed group suspected of being ISWAP or Boko Haram militants looted food items, clothing and 1 bicycle in Ganse (Kolofata, Mayo-Sava, Extreme-Nord).",0.41411042944785276,0.92,0.13446557058546188,0.13180297389330559,0.13312761580312354,0.13180297389330559,0.32744109801026977,0.14135976781420614
llama3.2:3b,CAO3886,B,B,0.93,"{""V"": 0.03, ""B"": 0.93, ""E"": 0.01, ""P"": 0.002, ""R"": 0.006, ""S"": 0.004}",,0.8,Military Forces of Cameroon (1982-),"On 17 August 2020, the military forces engaged in a fire fight with Ambazonian separatists in Makanga village, Muyuka subdivision (Fako, Sud-Ouest). 1 person was killed, and another arrested.",0.5884476534296029,0.93,0.1358176933653148,0.3340576211514889,0.13312832284826526,0.132067545034211,0.13259687316483842,0.13233194443554763
llama3.2:3b,CAO14603,V,R,0.92,"{""V"": 0.23, ""B"": 0.01, ""E"": 0.02, ""P"": 0.03, ""R"": 0.92, ""S"": 0.01}",,0.81,Ambazonian Separatists (Cameroon),"On 30 June 2024, Ambazonian Separatists beat and injured a commercial motorbike driver and abducted 4 suspected government officials in Bambui (Tubah, Mezam, Nord-Ouest). The Separatists looted the motorbike from the commercial motorbike driver and used it to transport the abducted. The motorbike was later found abandoned and recovered by the military forces.",0.41411042944785276,0.92,0.1605634330602757,0.12885517329626137,0.1301501893175482,0.13145822046622568,0.32011781056310756,0.12885517329626137
llama3.2:3b,CAO13493,V,V,0.95,"{""V"": 0.95, ""B"": 0.01, ""E"": 0.02, ""P"": 0.01, ""R"": 0.01, ""S"": 0.0}",,0.81,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 20 May 2024, Boko Haram (JAS) (likely) militants slit the throat and killed a civilian between Kordo and Lelede, coded to Kordo (Kolofata, Mayo-Sava, Extreme-Nord). He had been abducted by the militants the previous day (coded as a separate event).",0.8309859154929563,0.9499999999999998,0.33861823390414764,0.1322737077229026,0.13360308058636017,0.1322737077229026,0.1322737077229026,0.13095756234044575
llama3.2:3b,CAO6461,B,S,0.63,"{""V"": 0.23, ""B"": 0.41, ""E"": 0.02, ""P"": 0.01, ""R"": 0.03, ""S"": 0.29}",,0.74,Ambazonian Separatists (Cameroon),"On 17 August 2022, Ambazonian separatists clashed with the Cameroonian military forces in Tinta (Akwaya, Manyu, Sud-Ouest) leading to the death of 3. Unclarity if the fatalities are of civilian or separatist fighters. The clashes also resulted in the destruction of several buildings, including a primary school. Civilians fled the fighting into the bushes.",0.29090909090909095,0.6299999999999999,0.17571951012605058,0.2103744485621665,0.1424354666177754,0.1410182100449137,0.14386696685599545,0.1865853977928879
llama3.2:3b,CAO13869,R,R,0.83,"{""V"": 0.07, ""B"": 0.01, ""E"": 0.02, ""P"": 0.03, ""R"": 0.83, ""S"": 0.04}",,0.81,Rioters (Cameroon),"Around 29 June 2024 (as reported), youth from Ndoumba Kanda clashed with Belabo youths, coded to Belabo (Belabo, Lom-et-Djerem, Est) during a wake for unknown reasons. Casualties unknown.",0.29090909090909156,0.83,0.14362646465194726,0.1352623104932957,0.13662171931394393,0.13799479042037538,0.3071130539992857,0.13938166112084494
llama3.2:3b,CAO4334,B,B,0.93,"{""V"": 0.03, ""B"": 0.93, ""E"": 0.01, ""P"": 0.02, ""R"": 0.04, ""S"": 0.01}",,0.71,Ambazonian Separatists (Cameroon),"On 4 February 2021, the military forces engaged in a fire fight with Ambazonian separatists in Mbalangi village (Meme, Sud-Ouest), as they tried to remove a road blockade erected by separatists in order to enforce a lockdown in the area. No fatality and/or casualty reported.",0.5884476534296029,0.93,0.1347690648635549,0.3314784112261124,0.13210045858204855,0.13342809026269337,0.1361235164832107,0.13210045858204855
llama3.2:3b,CAO6445,B,B,0.95,"{""V"": 0.03, ""B"": 0.95, ""E"": 0.01, ""P"": 0.0, ""R"": 0.02, ""S"": 0.01}",,0.85,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 25 September 2021, ISWAP or Boko Haram fighters ambushed the Cameroonian military camp in Sagme (Makary, Logone-et-Chari, Extreme-Nord) leading to the death of 2. The fighters stole weapons and ammunition and burnt the camp and military vehicles.",0.8309859154929563,0.9499999999999998,0.13458618529627406,0.3377158213821263,0.13192120027282497,0.13060856239810106,0.13324703037751084,0.13192120027282497
llama3.2:3b,CAO6236,B,S,0.93,"{""V"": 0.03, ""B"": 0.01, ""E"": 0.02, ""P"": 0.01, ""R"": 0.04, ""S"": 0.93}",,0.77,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 15 June 2022, suspected Boko Haram (JAS) (likely) clashed with Cameroonian military Forces and MNJTF in Limani (Mora, Mayo-Sava, Extreme-Nord), unknown fatalities, coded to 3.",0.5884476534296029,0.93,0.13476906486355492,0.13210045858204855,0.1334280902626934,0.13210045858204855,0.13612351648321072,0.3314784112261124
llama3.2:3b,CAO7298,V,S,0.83,"{""V"": 0.07, ""B"": 0.02, ""E"": 0.01, ""P"": 0.01, ""R"": 0.03, ""S"": 0.83}",,0.89,Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 15 May 2023, ISWAP or Boko Haram militants abducted 2 herders in Zigague (Waza, Logone-et-Chari, Extreme-Nord) and stole a head of oxen. The herders and the oxen were freed when the militants spotted the security forces who had been following them.",0.29090909090909156,0.83,0.14422055970507383,0.13718684000942827,0.13582180814390818,0.13582180814390818,0.13856559067327204,0.30838339332410103
llama3.2:3b,CAO12794,S,P,0.92,"{""V"": 0.01, ""B"": 0.02, ""E"": 0.01, ""P"": 0.92, ""R"": 0.03, ""S"": 0.08}",,0.73,Military Forces of Cameroon (1982-),"Property destruction: On 18 March 2022, suspected military forces burnt down 2 shops in Ndop (Ndop, Ngo-Ketunjia, Nord-Ouest) for failing to open their stores on Mondays. The Ambazonian Separatist fighters had imposed lockdown Mondays.",0.41411042944785276,0.92,0.13180297389330559,0.13312761580312354,0.13180297389330559,0.32744109801026977,0.13446557058546188,0.14135976781420614
llama3.2:3b,CAO2846,B,B,0.93,"{""V"": 0.03, ""B"": 0.93, ""E"": 0.01, ""P"": 0.02, ""R"": 0.04, ""S"": 0.01}",,0.74,Military Forces of Cameroon (1982-),"On 14 January 2020, the military forces engaged in a fire fight with Ambazonian separatists in Peng village, Tombel subdivision (Kupe-Manenguba, Sud-Ouest) [coded: Tombel]. Two civilians were killed after they were reportedly flagged as Ambazonian fighters.",0.5884476534296029,0.93,0.1347690648635549,0.3314784112261124,0.13210045858204855,0.13342809026269337,0.1361235164832107,0.13210045858204855
llama3.2:3b,CAO4930,V,V,0.92,"{""V"": 0.92, ""B"": 0.02, ""E"": 0.01, ""P"": 0.01, ""R"": 0.02, ""S"": 0.02}",,0.74,Ambazonian Separatists (Cameroon),"On 21 November 2020, Ambazonian separatists kidnapped a retired military officer from his home in Mankon town, Bamenda 2 subdivision (Bamenda - Mankon, Mezam, Nord-Ouest).",0.41411042944785276,0.92,0.3306050233905588,0.13441397186843232,0.13307653050190676,0.13307653050190676,0.13441397186843232,0.13441397186843232
llama3.2:3b,CAO3670,S,P,0.92,"{""V"": 0.01, ""B"": 0.02, ""E"": 0.01, ""P"": 0.92, ""R"": 0.03, ""S"": 0.04}",,0.82,Military Forces of Cameroon (1982-) Gendarmerie,"Around 14 September 2020 (as reported), the gendarmerie and police forces arrested 'over a dozen' civilians in Moloundou town (Boumba-Et-Ngoko, Est) for not having national ID cards.",0.41411042944785276,0.92,0.13253760275820622,0.13386962781086129,0.13253760275820622,0.3292661530530173,0.13521503993785583,0.13657397368152374
llama3.2:3b,CAO15919,V,V,0.95,"{""V"": 0.95, ""B"": 0.01, ""E"": 0.02, ""P"": 0.01, ""R"": 0.01, ""S"": 0.0}",,0.86,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 10 October 2024, the military forces from the Rapid Intervention shot and killed 7 civilians at their private residences in Mbomboko in the Buea subdivision (Buea, Fako, Sud-Ouest), mistakenly believing them to be Ambazonian Separatists.",0.8309859154929563,0.9499999999999998,0.33861823390414764,0.1322737077229026,0.13360308058636017,0.1322737077229026,0.1322737077229026,0.13095756234044575
llama3.2:3b,CAO13492,V,V,0.93,"{""V"": 0.93, ""B"": 0.02, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.03}",,0.77,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 20 May 2024, Boko Haram (JAS) (likely) militants attacked and killed a civilian along the Limani - Mora road, coded to Limani (Mora, Mayo-Sava, Extreme-Nord).",0.5884476534296029,0.93,0.33281735471464097,0.13396704745143823,0.13263405305716333,0.13263405305716333,0.13263405305716333,0.13531343866209786
llama3.2:3b,CAO9846,S,P,0.92,"{""V"": 0.01, ""B"": 0.02, ""E"": 0.01, ""P"": 0.92, ""R"": 0.03, ""S"": 0.08}",,0.72,Ambazonian Separatists (Cameroon),"Looting: On 25 November 2022, Ambazonian Separatists abducted the body of a deceased person in Kai, Mbengwi commune, coded to Mbengwi (Momo, Nord-Ouest). The group accused the family of the deceased of not supporting the struggle against the military. They later released the dead body after the family had paid an unspecified amount of money.",0.41411042944785276,0.92,0.13180297389330559,0.13312761580312354,0.13180297389330559,0.32744109801026977,0.13446557058546188,0.14135976781420614
